sent_id,subject,relation,object,high_fidelity(sim>=90),correctness_%,correctness,completeness_of_sentence,minimality,accuracy_%
7,Adolfo Suárez Madrid-Barajas Airport,is located in,"Adolfo Suárez Madrid-Barajas Airport, which lies 610 metres above sea level",True,92.2,0.922,0.913,0.379,73.8
7,Adolfo Suárez Madrid-Barajas Airport,located in,Madrid,True,92.0,0.92,0.913,0.759,86.4
7,"Adolfo Suárez Madrid-Barajas Airport, which lies 610 metres above sea level",operated by,ENAIRE,True,92.6,0.926,0.913,0.517,78.5
7,Adolfo Suárez Madrid-Barajas Airport,above,610 metres,True,91.8,0.918,0.913,0.759,86.3
7,The airport's runway,named,14L/32R,False,71.7,0.717,0.913,0.828,81.9
7,The airport's runway,has,a length of 4349.0,False,80.6,0.806,0.913,0.724,81.4
7,a length,of,4349.0 of,False,75.9,0.759,0.913,0.828,83.3
7,The airport's runway 14L/32R,has,a length of 4349.0,False,72.5,0.725,0.913,0.69,77.6
7,Adolfo Suárez Madrid-Barajas Airport,"located lies, lies above",sea level,False,83.6,0.836,0.913,0.655,80.1
7,Adolfo Suárez Madrid-Barajas Airport,"located, located in",Madrid,False,84.4,0.844,0.913,0.724,82.7
7,Adolfo Suárez Madrid-Barajas Airport,located operated by,ENAIRE,False,86.5,0.865,0.913,0.724,83.4
7,The airport's runway,"has, The airport's runway named has",a length,False,84.2,0.842,0.913,0.621,79.2
7,The airport's runway,a length of,4349.0,False,78.1,0.781,0.913,0.759,81.8
8,Agra Airport,is in,"Uttar Pradesh, which is part of Bundelkhand and Awadh",True,95.5,0.955,0.571,0.519,68.2
8,Uttar Pradesh,is,part of Bundelkhand and Awadh,True,93.0,0.93,0.571,0.704,73.5
8,The leader,is,Ram Naik,False,87.2,0.872,0.571,0.815,75.3
8,Agra Airport,"is, is in",Uttar Pradesh,True,94.1,0.941,0.571,0.741,75.1
8,Agra Airport,"is part, part of",Bundelkhand Awadh,False,85.4,0.854,0.571,0.704,71.0
8,The leader,"is, is VIAG, The leader of",Uttar Pradesh,False,85.7,0.857,0.571,0.63,68.6
9,Agra Airport,located in,Uttar Pradesh,True,100.0,1.0,0.65,0.812,82.1
9,Uttar Pradesh,is,part of both Awadh ad Bundelkhand,False,86.4,0.864,0.65,0.719,74.4
9,The leader,is called,Ram Naik,True,90.6,0.906,0.65,0.812,78.9
9,Agra Airport,"located, located in",Uttar Pradesh,False,89.2,0.892,0.65,0.781,77.4
9,Uttar Pradesh,"is part, part of",both Awadh ad Bundelkhand,False,80.9,0.809,0.65,0.688,71.6
9,The leader,"is, is VIAG, The leader of",Uttar Pradesh,False,85.7,0.857,0.65,0.688,73.2
10,Ram Naik,is,the leader of Uttar Pradesh which is part of Awadh and Bundelkhand,True,90.9,0.909,0.889,0.531,77.6
10,the leader,is,part of Awadh and Bundelkhand,False,83.8,0.838,0.889,0.75,82.6
10,It,is,the location of Agra airport which has the native name of Kheria Air Force Station,True,94.8,0.948,0.889,0.469,76.9
10,Agra airport,has,the native name of Kheria Air Force Station,True,92.9,0.929,0.889,0.656,82.5
10,Ram Naik,"is the leader, the leader of",Uttar Pradesh,True,90.7,0.907,0.889,0.688,82.8
10,Ram Naik,"is part, part of",Awadh Bundelkhand,False,73.5,0.735,0.889,0.75,79.1
10,It,"is the location, the location of",Agra airport,False,87.2,0.872,0.889,0.719,82.7
10,It,has,the native name,True,100.0,1.0,0.889,0.844,91.1
10,It,the native name of,Kheria Air Force Station,True,90.5,0.905,0.889,0.719,83.8
11,Agra Airport,has,the native name of Kheria Air Force Station,False,84.6,0.846,0.944,0.593,79.4
11,Agra Airport,is in,"Uttar Pradesh, part of Awadh and Bundelkhand, where Ram Naik is the leader",True,90.9,0.909,0.944,0.37,74.1
11,Ram Naik,is,the leader,False,81.1,0.811,0.944,0.815,85.7
11,Uttar Pradesh,is,"part of Awadh and Bundelkhand, where Ram Naik is the leader",False,88.5,0.885,0.944,0.481,77.0
11,Agra Airport,has,the native name,False,85.7,0.857,0.944,0.778,86.0
11,Agra Airport,the native name of,Kheria Air Force Station,False,83.3,0.833,0.944,0.63,80.2
11,Agra Airport,"is, is in",Uttar Pradesh,False,61.5,0.615,0.944,0.741,76.7
11,Agra Airport,part of,part,False,75.0,0.75,0.944,0.815,83.6
11,Agra Airport,is,Awadh Bundelkhand Awadh,False,56.5,0.565,0.944,0.778,76.2
12,Agra Airport,located in,Uttar Pradesh which is part of Awadh and Bundelkhand,True,91.4,0.914,0.833,0.567,77.1
12,Uttar Pradesh,is,part of Awadh and Bundelkhand,False,85.0,0.85,0.833,0.733,80.5
12,Kheria Air Force Station,is,its native name,True,93.8,0.938,0.833,0.733,83.5
12,Ram Naik,is,the leader in Uttar Pradesh,True,100.0,1.0,0.833,0.733,85.5
12,Agra Airport,"located, located in",Uttar Pradesh,False,89.2,0.892,0.833,0.767,83.1
12,Agra Airport,"is part, part of",Awadh Bundelkhand,False,76.3,0.763,0.833,0.733,77.6
12,Ram Naik,"is its native name is the leader, the leader in",Uttar Pradesh,False,88.5,0.885,0.833,0.533,75.0
13,Al Asad airbase,is operated by,the United States Air Force,True,94.5,0.945,0.903,0.784,87.7
13,Some,include,the Boeing C-17 Globemaster III (transport aircraft,True,100.0,1.0,0.903,0.824,90.9
13,Some,include,"General Dynamics F-16 Fighting Falcon (aircraft fighter), and the Lockheed AC-130 which can be found on USAF aircraft carriers",True,96.7,0.967,0.903,0.588,81.9
13,Some,include,the Lockheed AC-130 which can be found on USAF aircraft carriers,True,93.8,0.938,0.903,0.745,86.2
13,the Lockheed AC-130,can be found on,which,True,100.0,1.0,0.903,0.843,91.5
13,the Lockheed AC-130,found on,USAF aircraft carriers,True,90.3,0.903,0.903,0.843,88.3
13,General Dynamics F-16 Fighting Falcon,is,aircraft fighter,True,92.5,0.925,0.903,0.843,89.0
13,The USAF,involved in,the Invasion of Panama,True,90.1,0.901,0.903,0.843,88.2
13,Al Asad airbase,operated by,the United States Air Force,True,94.2,0.942,0.903,0.804,88.3
13,Some,"include, Some of",its aircraft,False,81.6,0.816,0.903,0.882,86.7
13,Some,include,the Boeing C-17 Globemaster III (transport aircraft,True,100.0,1.0,0.903,0.824,90.9
13,Some,include,General Dynamics F-16 Fighting Falcon the Lockheed AC-130,True,100.0,1.0,0.903,0.804,90.2
13,Some,found,aircraft fighter,False,82.6,0.826,0.903,0.922,88.4
13,Some,"found, found on",USAF aircraft carriers,False,77.1,0.771,0.903,0.863,84.6
13,The USAF,"involved, involved in",the Invasion,False,85.3,0.853,0.903,0.863,87.3
13,The USAF,the Invasion of,Panama,False,85.1,0.851,0.903,0.882,87.9
14,Al Asad airbase,is operated by,the United States Air Force,True,100.0,1.0,0.931,0.771,90.1
14,the United States Air Force,was involved,which,True,100.0,1.0,0.931,0.833,92.1
14,the United States Air Force,involved in,battles at the invasion of Panama,True,94.7,0.947,0.931,0.729,86.9
14,They,deploy on as,the Lockheed AC-130,True,100.0,1.0,0.931,0.854,92.8
14,They,deploy on as,the Boeing C-17 Globemaster III,True,100.0,1.0,0.931,0.812,91.4
14,They,deploy on,their aircraft carriers,False,86.6,0.866,0.931,0.875,89.1
14,They,deploy as,transport aircraft and the General Dynamics F-16 Fighting Falcon as fighter aircraft,True,100.0,1.0,0.931,0.688,87.3
14,Al Asad airbase,operated by,the United States Air Force,True,100.0,1.0,0.931,0.792,90.8
14,Al Asad airbase,"involved, involved in",battles,False,87.5,0.875,0.931,0.854,88.7
14,Al Asad airbase,battles at,the invasion,True,100.0,1.0,0.931,0.854,92.8
14,Al Asad airbase,the invasion of,Panama,False,89.9,0.899,0.931,0.854,89.5
14,They,deploy,the Lockheed AC-130,True,100.0,1.0,0.931,0.896,94.2
14,They,deploy on,their aircraft carriers,False,86.6,0.866,0.931,0.875,89.1
14,They,deploy as,the Boeing C-17 Globemaster III,True,100.0,1.0,0.931,0.833,92.1
14,They,transport aircraft as,transport aircraft transport aircraft,True,100.0,1.0,0.931,0.833,92.1
15,The United States Air Force,was involved,which,True,93.0,0.93,0.933,0.822,89.5
15,The United States Air Force,involved in,the Invasion of Panama,False,87.4,0.874,0.933,0.756,85.4
15,The United States Air Force,are,the operators of Al Asad airbase,False,86.8,0.868,0.933,0.733,84.5
15,The USAF,have,"aircraft including: the Lockheed AC-130 attack aircraft, the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane",True,98.1,0.981,0.933,0.444,78.6
15,The USAF,including,"the Lockheed AC-130 attack aircraft, the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane",True,94.2,0.942,0.933,0.489,78.8
15,The USAF,including,the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane,True,92.5,0.925,0.933,0.6,81.9
15,The USAF,including,the General Dynamics F-16 Fighting Falcon,True,90.2,0.902,0.933,0.8,87.8
15,The USAF,including,fighter plane,False,66.7,0.667,0.933,0.889,83.0
15,The United States Air Force,"involved, involved in",the Invasion,False,84.0,0.84,0.933,0.778,85.0
15,The United States Air Force,the Invasion of,Panama,False,83.5,0.835,0.933,0.8,85.6
15,The United States Air Force,"are the operators, the operators of",Al Asad airbase,False,78.6,0.786,0.933,0.689,80.3
15,The USAF,have,aircraft,True,100.0,1.0,0.933,0.911,94.8
15,The USAF,including,the Lockheed AC-130 attack aircraft,False,88.9,0.889,0.933,0.822,88.1
16,The United States Air Force,has fought in,the Korean War,True,96.0,0.96,0.875,0.8,87.8
16,It,is,the operating organisation for Al Asad airbase,True,91.7,0.917,0.875,0.836,87.6
16,It,has,a Boeing C-17 Globemaster III transport aircraft,True,100.0,1.0,0.875,0.836,90.4
16,It,can be found on,the Lockheed AC-130,True,100.0,1.0,0.875,0.855,91.0
16,the Lockheed AC-130,has to found on,USAF aircraft carriers,False,88.5,0.885,0.875,0.818,85.9
16,the Lockheed AC-130,has,a Boeing C-17 Globemaster III transport aircraft,True,100.0,1.0,0.875,0.8,89.2
16,Eagle,was,a Fighter Aircraft of the United States Air Force,True,100.0,1.0,0.875,0.8,89.2
16,The United States Air Force,"fought, fought in",the Korean War,False,88.0,0.88,0.875,0.8,85.2
16,It,"is the operating organisation, the operating organisation for",Al Asad airbase,False,80.0,0.8,0.875,0.782,81.9
16,It,has,a Boeing C-17 Globemaster III transport aircraft,True,100.0,1.0,0.875,0.836,90.4
16,the Lockheed AC-130,"found additionally, has found, found on",USAF aircraft carriers,False,88.2,0.882,0.875,0.782,84.6
16,Eagle,"McDonnell Douglas F-15 was a Fighter Aircraft, a Fighter Aircraft of",the United States Air Force,True,94.3,0.943,0.875,0.691,83.6
17,The United States Air Force,fought,battles in the Korean war,True,90.2,0.902,0.938,0.771,87.0
17,The United States Air Force,is,the operating organisation for Al Asad airbase,False,89.4,0.894,0.938,0.729,85.4
17,The US Airforce,has,"a Boeing C-17 Globemaster III transport aircraft, an aircraft fighter called the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130",True,97.7,0.977,0.938,0.417,77.7
17,an aircraft fighter,called,the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130,True,96.0,0.96,0.938,0.646,84.8
17,an aircraft fighter,called,an attack aircraft named The Lockheed AC-130,True,93.7,0.937,0.938,0.771,88.2
17,an attack aircraft,named,The Lockheed AC-130,True,91.4,0.914,0.938,0.854,90.2
17,a Boeing C-17 Globemaster III transport aircraft,is,an aircraft fighter called the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130,True,97.3,0.973,0.938,0.479,79.7
17,The United States Air Force,fought,battles,True,92.3,0.923,0.938,0.854,90.5
17,The United States Air Force,battles in,the Korean war,False,88.6,0.886,0.938,0.792,87.2
17,The United States Air Force,"is the operating organisation, the operating organisation for",Al Asad airbase,False,80.8,0.808,0.938,0.667,80.4
17,The US Airforce,has,a Boeing C-17 Globemaster III transport aircraft,True,100.0,1.0,0.938,0.771,90.3
17,The US Airforce,an aircraft fighter called,an aircraft fighter,True,100.0,1.0,0.938,0.792,91.0
18,The transport aircraft,is,the Lockheed C-130 Hercules,False,89.9,0.899,0.84,0.826,85.5
18,Lockheed AC-130,found on,USAF aircraft carriers,False,89.4,0.894,0.84,0.848,86.1
18,Both the Korean War,involved,the United States Air Force which currently operates the Al Asad Airbase,True,95.5,0.955,0.84,0.63,80.8
18,the Invasion,involved,the United States Air Force which currently operates the Al Asad Airbase,True,95.1,0.951,0.84,0.674,82.2
18,the United States Air Force,operates,the Al Asad Airbase,True,91.7,0.917,0.84,0.783,84.7
18,The transport aircraft,"is, The transport aircraft for",the United States Air Force,True,96.2,0.962,0.84,0.717,84.0
18,Lockheed AC-130,"is the Lockheed C-130 Hercules found, found on",USAF aircraft carriers,False,80.3,0.803,0.84,0.717,78.7
18,Both the Korean War,the Invasion of,Both the Korean War the Invasion,True,100.0,1.0,0.84,0.717,85.2
18,Both the Korean War,involved,Grenada,True,100.0,1.0,0.84,0.87,90.3
18,Both the Korean War,involved,the United States Air Force,True,100.0,1.0,0.84,0.783,87.4
18,Both the Korean War,"operates, operates currently operates",the Al Asad Airbase,False,83.6,0.836,0.84,0.739,80.5
19,The USAF,fought in,the Korean War,True,100.0,1.0,0.905,0.829,91.1
19,The USAF,invaded,Grenada,False,80.0,0.8,0.905,0.902,86.9
19,which,invaded,Grenada,False,76.5,0.765,0.905,0.927,86.6
19,which,fought in,the Korean War,True,100.0,1.0,0.905,0.854,92.0
19,The USAF,operates,the Al Asad airbase,False,86.2,0.862,0.905,0.829,86.5
19,the aircraft,found on on,USAF carriers,True,100.0,1.0,0.905,0.829,91.1
19,the aircraft,found on,USAF carriers,True,100.0,1.0,0.905,0.854,92.0
19,Lockheed AC-130,are in,the aircraft found on USAF carriers,True,100.0,1.0,0.905,0.756,88.7
19,Lockheed AC-130,is,an attack aircraft and the Lockheed C-130 Hercules which is a transport plane,True,96.3,0.963,0.905,0.61,82.6
19,Lockheed AC-130,is,the Lockheed C-130 Hercules,True,100.0,1.0,0.905,0.829,91.1
19,an attack aircraft,is,a transport plane,True,91.7,0.917,0.905,0.829,88.4
19,The USAF,"fought, fought in",the Korean War,False,87.9,0.879,0.905,0.805,86.3
19,The USAF,fought invaded,Grenada,False,85.2,0.852,0.905,0.878,87.8
19,The USAF,operates,the Al Asad airbase,False,86.2,0.862,0.905,0.829,86.5
19,The USAF,are Among,the aircraft,True,100.0,1.0,0.905,0.854,92.0
19,The USAF,"the aircraft found, found on",USAF carriers,True,90.9,0.909,0.905,0.78,86.5
20,Al Asad Airbase,is operated by,the United States Air Force,True,100.0,1.0,0.913,0.686,86.6
20,Al Asad Airbase,uses,Lockheed AC-130 attack aircraft and Lockheed C-130 Hercules transport aircraft,True,100.0,1.0,0.913,0.6,83.8
20,Al Asad Airbase,uses,Lockheed C-130 Hercules transport aircraft,True,100.0,1.0,0.913,0.743,88.5
20,The USAF,participated in,the Korean War and the Invasion of Grenada,True,92.7,0.927,0.913,0.657,83.2
20,Al Asad Airbase,operated by,the United States Air Force,True,100.0,1.0,0.913,0.714,87.6
20,Al Asad Airbase,operated uses,Lockheed AC-130 attack aircraft,True,100.0,1.0,0.913,0.743,88.5
20,The USAF,"participated, participated in",the Korean War the Invasion,False,86.3,0.863,0.913,0.714,83.0
20,The USAF,the Invasion of,Grenada,False,83.3,0.833,0.913,0.829,85.8
21,The Invasions of Grenada,in involved,the United States Air Force which now operates the Al Asad airbase,True,95.6,0.956,0.931,0.633,84.0
21,Panama,in involved,the United States Air Force which now operates the Al Asad airbase,True,94.8,0.948,0.931,0.694,85.8
21,the United States Air Force,operates,the Al Asad airbase,True,91.7,0.917,0.931,0.796,88.1
21,The Air Force,has,several types of aircraft such as the Boeing C-17 Globemaster III transport aircraft and the Lockheed AC-130 which can be found on USAF aircraft carriers,True,96.8,0.968,0.931,0.408,76.9
21,the Boeing C-17 Globemaster III transport aircraft,can be found on,which,True,100.0,1.0,0.931,0.755,89.5
21,the Boeing C-17 Globemaster III transport aircraft,found on,USAF aircraft carriers,True,93.4,0.934,0.931,0.755,87.3
21,such as the Boeing C-17 Globemaster III transport aircraft and the Lockheed AC-130,is,such,True,98.1,0.981,0.931,0.694,86.9
21,The Invasions of Grenada,involved in involved,the United States Air Force,True,100.0,1.0,0.931,0.755,89.5
21,The Invasions of Grenada,"operates, operates now operates",the Al Asad airbase,False,83.3,0.833,0.931,0.755,84.0
21,The Air Force,has,several types,True,100.0,1.0,0.931,0.878,93.6
21,The Air Force,several types of,aircraft,True,100.0,1.0,0.931,0.857,92.9
21,The Air Force,"such, aircraft as",the Boeing C-17 Globemaster III transport aircraft,True,95.5,0.955,0.931,0.735,87.4
21,The Air Force,"found, found on",USAF aircraft carriers,False,81.8,0.818,0.931,0.816,85.5
22,Al Asad airbase,is operated by,The United States Air Force,True,94.5,0.945,0.84,0.738,84.1
22,The USAF,equipped,"the attack aircraft, Lockheed AC-130 and Boeing C-17 Globemaster III transport aircraft",True,95.3,0.953,0.84,0.643,81.2
22,the attack aircraft,is,Lockheed AC-130 and Boeing C-17 Globemaster III transport aircraft,True,94.0,0.94,0.84,0.69,82.3
22,The USAF,involved in,the Invasion of Grenada and invasion of Panama,True,92.6,0.926,0.84,0.714,82.7
22,Al Asad airbase,operated by,The United States Air Force,True,94.2,0.942,0.84,0.762,84.8
22,The USAF,"equipped, equipped with",the attack aircraft,False,75.3,0.753,0.84,0.81,80.1
22,The USAF,"involved, involved in",the Invasion,False,85.3,0.853,0.84,0.833,84.2
22,The USAF,the Invasion of,Grenada,True,100.0,1.0,0.84,0.857,89.9
22,The USAF,invasion of,Panama,False,85.1,0.851,0.84,0.881,85.7
23,Allama Iqbal International airport,located in,Punjab Pakistan,True,100.0,1.0,0.85,0.75,86.7
23,Allama Iqbal International airport,serves,"Lahore, Pakistan",True,100.0,1.0,0.85,0.781,87.7
23,The Pakistan Civil Aviation Authority,governs,the Allama Iqbal International Airport,True,100.0,1.0,0.85,0.656,83.5
23,The country,is led by,Anwar Zaheer Jamali,True,90.7,0.907,0.85,0.75,83.6
23,Allama Iqbal International airport,"located, located in",Punjab Pakistan,True,93.1,0.931,0.85,0.719,83.3
23,Allama Iqbal International airport,located serves,Lahore,True,93.3,0.933,0.85,0.781,85.5
23,The Pakistan Civil Aviation Authority,governs,the Allama Iqbal International Airport,True,100.0,1.0,0.85,0.656,83.5
23,The country,led by,Anwar Zaheer Jamali,False,89.9,0.899,0.85,0.781,84.3
24,Allama Iqbal International Airport,serves,the city of Lahore,False,85.7,0.857,0.889,0.71,81.9
24,Allama Iqbal International Airport,is located in,"Allama Iqbal International Airport, which serves the city of Lahore,",True,95.3,0.953,0.889,0.452,76.5
24,Allama Iqbal International Airport,located in,"Punjab, Pakistan",True,93.1,0.931,0.889,0.742,85.4
24,"Allama Iqbal International Airport, which serves the city of Lahore,",is operated by,the Pakistan Civil Aviation Authority,True,95.5,0.955,0.889,0.419,75.4
24,Pakistan,is led by,Anwar Zaheer Jamali,False,89.9,0.899,0.889,0.774,85.4
24,Allama Iqbal International Airport,serves,the city,True,91.3,0.913,0.889,0.774,85.9
24,Allama Iqbal International Airport,the city of,Lahore,False,83.5,0.835,0.889,0.742,82.2
24,Allama Iqbal International Airport,"located, located in",Punjab Pakistan,False,79.3,0.793,0.889,0.71,79.7
24,Allama Iqbal International Airport,located operated by,the Pakistan Civil Aviation Authority,False,89.2,0.892,0.889,0.613,79.8
24,Pakistan,led by,Anwar Zaheer Jamali,False,88.9,0.889,0.889,0.806,86.1
25,there,is In,an airport called Allama Iqbal International Airport,True,100.0,1.0,0.895,0.714,87.0
25,there,is In,"the city of Lahore, Punjab, Pakistan",True,100.0,1.0,0.895,0.743,87.9
25,an airport,called,Allama Iqbal International Airport,True,100.0,1.0,0.895,0.8,89.8
25,Lahore,is,Pakistan,False,75.9,0.759,0.895,0.914,85.6
25,It,is operated in by,the Pakistan Civil Aviation Authority,True,90.6,0.906,0.895,0.714,83.8
25,"Punjab Pakistan, which is led by Anwar Zaheer Jamali",is led by,Anwar Zaheer Jamali,True,92.8,0.928,0.895,0.571,79.8
