1	Abilene regional airport	serves With in	Abiliene, part of Jones County, Texas,
6	runway	runway	14L/32R.
6	whose name	is	14L/32R.
6	runway	is	long
6	The airport	above	610.0 meters
6	The airport	long	4,349 kilometers
6	The airport	is	14L/32R.
6	The Adolfo Suárez Madrid Barajas Airport	operated	Barajas Airport
6	The Adolfo Suárez Madrid Barajas Airport	operated by	ENAIRE
6	The Adolfo Suárez Madrid Barajas Airport	operated found, found in	Madrid
6	The airport	situated, situated above	sea level
6	The airport	situated has long, has runway	runway
6	The airport	is	whose name
7	Adolfo Suárez Madrid-Barajas Airport	lies in	sea level
7	Adolfo Suárez Madrid-Barajas Airport	is located in	Adolfo Suárez Madrid-Barajas Airport, which lies 610 metres above sea level
7	Adolfo Suárez Madrid-Barajas Airport	located in	Madrid
7	Adolfo Suárez Madrid-Barajas Airport, which lies 610 metres above sea level	operated by	ENAIRE
7	Adolfo Suárez Madrid-Barajas Airport	above	610 metres
7	The airport's runway	named	14L/32R
7	The airport's runway	has	a length of 4349.0
7	a length	of	4349.0 of
7	The airport's runway 14L/32R	has	a length of 4349.0
7	Adolfo Suárez Madrid-Barajas Airport	located lies, lies above	sea level
7	Adolfo Suárez Madrid-Barajas Airport	located, located in	Madrid
7	Adolfo Suárez Madrid-Barajas Airport	located operated by	ENAIRE
7	The airport's runway	has, The airport's runway named has	a length
7	The airport's runway	a length of	4349.0
8	Agra Airport	is in	Uttar Pradesh, which is part of Bundelkhand and Awadh
8	Uttar Pradesh	is	part of Bundelkhand and Awadh
8	The leader	is	Ram Naik
8	Agra Airport	is, is in	Uttar Pradesh
8	Agra Airport	is part, part of	Bundelkhand Awadh
8	The leader	is, is VIAG, The leader of	Uttar Pradesh
9	Agra Airport	located in	Uttar Pradesh
9	Uttar Pradesh	is	part of both Awadh ad Bundelkhand
9	The leader	is called	Ram Naik
9	Agra Airport	located, located in	Uttar Pradesh
9	Uttar Pradesh	is part, part of	both Awadh ad Bundelkhand
9	The leader	is, is VIAG, The leader of	Uttar Pradesh
10	Ram Naik	is	the leader of Uttar Pradesh which is part of Awadh and Bundelkhand
10	the leader	is	part of Awadh and Bundelkhand
10	It	is	the location of Agra airport which has the native name of Kheria Air Force Station
10	Agra airport	has	the native name of Kheria Air Force Station
10	Ram Naik	is the leader, the leader of	Uttar Pradesh
10	Ram Naik	is part, part of	Awadh Bundelkhand
10	It	is the location, the location of	Agra airport
10	It	has	the native name
10	It	the native name of	Kheria Air Force Station
11	Agra Airport	has	the native name of Kheria Air Force Station
11	Agra Airport	is in	Uttar Pradesh, part of Awadh and Bundelkhand, where Ram Naik is the leader
11	Ram Naik	is	the leader
11	Uttar Pradesh	is	part of Awadh and Bundelkhand, where Ram Naik is the leader
11	Agra Airport	has	the native name
11	Agra Airport	the native name of	Kheria Air Force Station
11	Agra Airport	is, is in	Uttar Pradesh
11	Agra Airport	part of	part
11	Agra Airport	is	Awadh Bundelkhand Awadh
12	Agra Airport	located in	Uttar Pradesh which is part of Awadh and Bundelkhand
12	Uttar Pradesh	is	part of Awadh and Bundelkhand
12	Kheria Air Force Station	is	its native name
12	Ram Naik	is	the leader in Uttar Pradesh
12	Agra Airport	located, located in	Uttar Pradesh
12	Agra Airport	is part, part of	Awadh Bundelkhand
12	Ram Naik	is its native name is the leader, the leader in	Uttar Pradesh
13	Al Asad airbase	is operated by	the United States Air Force
13	Some	include	the Boeing C-17 Globemaster III (transport aircraft
13	Some	include	General Dynamics F-16 Fighting Falcon (aircraft fighter), and the Lockheed AC-130 which can be found on USAF aircraft carriers
13	Some	include	the Lockheed AC-130 which can be found on USAF aircraft carriers
13	the Lockheed AC-130	can be found on	which
13	the Lockheed AC-130	found on	USAF aircraft carriers
13	General Dynamics F-16 Fighting Falcon	is	aircraft fighter
13	The USAF	involved in	the Invasion of Panama
13	Al Asad airbase	operated by	the United States Air Force
13	Some	include, Some of	its aircraft
13	Some	include	the Boeing C-17 Globemaster III (transport aircraft
13	Some	include	General Dynamics F-16 Fighting Falcon the Lockheed AC-130
13	Some	found	aircraft fighter
13	Some	found, found on	USAF aircraft carriers
13	The USAF	involved, involved in	the Invasion
13	The USAF	the Invasion of	Panama
14	Al Asad airbase	is operated by	the United States Air Force
14	the United States Air Force	was involved	which
14	the United States Air Force	involved in	battles at the invasion of Panama
14	They	deploy on as	the Lockheed AC-130
14	They	deploy on as	the Boeing C-17 Globemaster III
14	They	deploy on	their aircraft carriers
14	They	deploy as	transport aircraft and the General Dynamics F-16 Fighting Falcon as fighter aircraft
14	Al Asad airbase	operated by	the United States Air Force
14	Al Asad airbase	involved, involved in	battles
14	Al Asad airbase	battles at	the invasion
14	Al Asad airbase	the invasion of	Panama
14	They	deploy	the Lockheed AC-130
14	They	deploy on	their aircraft carriers
14	They	deploy as	the Boeing C-17 Globemaster III
14	They	transport aircraft as	transport aircraft transport aircraft
15	The United States Air Force	was involved	which
15	The United States Air Force	involved in	the Invasion of Panama
15	The United States Air Force	are	the operators of Al Asad airbase
15	The USAF	have	aircraft including: the Lockheed AC-130 attack aircraft, the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane
15	The USAF	including	the Lockheed AC-130 attack aircraft, the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane
15	The USAF	including	the Boeing C-17 Globemaster III transporter and the General Dynamics F-16 Fighting Falcon fighter plane
15	The USAF	including	the General Dynamics F-16 Fighting Falcon
15	The USAF	including	fighter plane
15	The United States Air Force	involved, involved in	the Invasion
15	The United States Air Force	the Invasion of	Panama
15	The United States Air Force	are the operators, the operators of	Al Asad airbase
15	The USAF	have	aircraft
15	The USAF	including	the Lockheed AC-130 attack aircraft
16	The United States Air Force	has fought in	the Korean War
16	It	is	the operating organisation for Al Asad airbase
16	It	has	a Boeing C-17 Globemaster III transport aircraft
16	It	can be found on	the Lockheed AC-130
16	the Lockheed AC-130	has to found on	USAF aircraft carriers
16	the Lockheed AC-130	has	a Boeing C-17 Globemaster III transport aircraft
16	Eagle	was	a Fighter Aircraft of the United States Air Force
16	The United States Air Force	fought, fought in	the Korean War
16	It	is the operating organisation, the operating organisation for	Al Asad airbase
16	It	has	a Boeing C-17 Globemaster III transport aircraft
16	the Lockheed AC-130	found additionally, has found, found on	USAF aircraft carriers
16	Eagle	McDonnell Douglas F-15 was a Fighter Aircraft, a Fighter Aircraft of	the United States Air Force
17	The United States Air Force	fought	battles in the Korean war
17	The United States Air Force	is	the operating organisation for Al Asad airbase
17	The US Airforce	has	a Boeing C-17 Globemaster III transport aircraft, an aircraft fighter called the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130
17	an aircraft fighter	called	the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130
17	an aircraft fighter	called	an attack aircraft named The Lockheed AC-130
17	an attack aircraft	named	The Lockheed AC-130
17	a Boeing C-17 Globemaster III transport aircraft	is	an aircraft fighter called the McDonnell Douglas F-15 Eagle and an attack aircraft named The Lockheed AC-130
17	The United States Air Force	fought	battles
17	The United States Air Force	battles in	the Korean war
17	The United States Air Force	is the operating organisation, the operating organisation for	Al Asad airbase
17	The US Airforce	has	a Boeing C-17 Globemaster III transport aircraft
17	The US Airforce	an aircraft fighter called	an aircraft fighter
18	The transport aircraft	is	the Lockheed C-130 Hercules
18	Lockheed AC-130	found on	USAF aircraft carriers
18	Both the Korean War	involved	the United States Air Force which currently operates the Al Asad Airbase
18	the Invasion	involved	the United States Air Force which currently operates the Al Asad Airbase
18	the United States Air Force	operates	the Al Asad Airbase
18	The transport aircraft	is, The transport aircraft for	the United States Air Force
18	Lockheed AC-130	is the Lockheed C-130 Hercules found, found on	USAF aircraft carriers
18	Both the Korean War	the Invasion of	Both the Korean War the Invasion
18	Both the Korean War	involved	Grenada
18	Both the Korean War	involved	the United States Air Force
18	Both the Korean War	operates, operates currently operates	the Al Asad Airbase
19	The USAF	fought in	the Korean War
19	The USAF	invaded	Grenada
19	which	invaded	Grenada
19	which	fought in	the Korean War
19	The USAF	operates	the Al Asad airbase
19	the aircraft	found on on	USAF carriers
19	the aircraft	found on	USAF carriers
19	Lockheed AC-130	are in	the aircraft found on USAF carriers
19	Lockheed AC-130	is	an attack aircraft and the Lockheed C-130 Hercules which is a transport plane
19	Lockheed AC-130	is	the Lockheed C-130 Hercules
19	an attack aircraft	is	a transport plane
19	The USAF	fought, fought in	the Korean War
19	The USAF	fought invaded	Grenada
19	The USAF	operates	the Al Asad airbase
19	The USAF	are Among	the aircraft
19	The USAF	the aircraft found, found on	USAF carriers
20	Al Asad Airbase	is operated by	the United States Air Force
20	Al Asad Airbase	uses	Lockheed AC-130 attack aircraft and Lockheed C-130 Hercules transport aircraft
20	Al Asad Airbase	uses	Lockheed C-130 Hercules transport aircraft
20	The USAF	participated in	the Korean War and the Invasion of Grenada
20	Al Asad Airbase	operated by	the United States Air Force
20	Al Asad Airbase	operated uses	Lockheed AC-130 attack aircraft
20	The USAF	participated, participated in	the Korean War the Invasion
20	The USAF	the Invasion of	Grenada
21	The Invasions of Grenada	in involved	the United States Air Force which now operates the Al Asad airbase
21	Panama	in involved	the United States Air Force which now operates the Al Asad airbase
21	the United States Air Force	operates	the Al Asad airbase
21	The Air Force	has	several types of aircraft such as the Boeing C-17 Globemaster III transport aircraft and the Lockheed AC-130 which can be found on USAF aircraft carriers
21	the Boeing C-17 Globemaster III transport aircraft	can be found on	which
21	the Boeing C-17 Globemaster III transport aircraft	found on	USAF aircraft carriers
21	such as the Boeing C-17 Globemaster III transport aircraft and the Lockheed AC-130	is	such
21	The Invasions of Grenada	involved in involved	the United States Air Force
21	The Invasions of Grenada	operates, operates now operates	the Al Asad airbase
21	The Air Force	has	several types
21	The Air Force	several types of	aircraft
21	The Air Force	such, aircraft as	the Boeing C-17 Globemaster III transport aircraft
21	The Air Force	found, found on	USAF aircraft carriers
22	Al Asad airbase	is operated by	The United States Air Force
22	The USAF	equipped	the attack aircraft, Lockheed AC-130 and Boeing C-17 Globemaster III transport aircraft
22	the attack aircraft	is	Lockheed AC-130 and Boeing C-17 Globemaster III transport aircraft
22	The USAF	involved in	the Invasion of Grenada and invasion of Panama
22	Al Asad airbase	operated by	The United States Air Force
22	The USAF	equipped, equipped with	the attack aircraft
22	The USAF	involved, involved in	the Invasion
22	The USAF	the Invasion of	Grenada
22	The USAF	invasion of	Panama
23	Allama Iqbal International airport	located in	Punjab Pakistan
23	Allama Iqbal International airport	serves	Lahore, Pakistan
23	The Pakistan Civil Aviation Authority	governs	the Allama Iqbal International Airport
23	The country	is led by	Anwar Zaheer Jamali
23	Allama Iqbal International airport	located, located in	Punjab Pakistan
23	Allama Iqbal International airport	located serves	Lahore
23	The Pakistan Civil Aviation Authority	governs	the Allama Iqbal International Airport
23	The country	led by	Anwar Zaheer Jamali
24	Allama Iqbal International Airport	serves	the city of Lahore
24	Allama Iqbal International Airport	is located in	Allama Iqbal International Airport, which serves the city of Lahore,
24	Allama Iqbal International Airport	located in	Punjab, Pakistan
24	Allama Iqbal International Airport, which serves the city of Lahore,	is operated by	the Pakistan Civil Aviation Authority
24	Pakistan	is led by	Anwar Zaheer Jamali
24	Allama Iqbal International Airport	serves	the city
24	Allama Iqbal International Airport	the city of	Lahore
24	Allama Iqbal International Airport	located, located in	Punjab Pakistan
24	Allama Iqbal International Airport	located operated by	the Pakistan Civil Aviation Authority
24	Pakistan	led by	Anwar Zaheer Jamali
25	there	is In	an airport called Allama Iqbal International Airport
25	there	is In	the city of Lahore, Punjab, Pakistan
25	an airport	called	Allama Iqbal International Airport
25	Lahore	is	Pakistan
25	It	is operated in by	the Pakistan Civil Aviation Authority
25	Punjab Pakistan, which is led by Anwar Zaheer Jamali	is led by	Anwar Zaheer Jamali
25	Punjab Pakistan	is led	which
25	It	is In, the city of, an airport called	Pakistan
25	It	operated by	the Pakistan Civil Aviation Authority
25	It	operated in	Punjab Pakistan
25	It	led by	Anwar Zaheer Jamali
26	The Pakistan Civil Aviation Authority	is	the operating organisation of the Allama Iqbal International Airport
26	The airport	serves in	the city of Lahore
26	The airport	serves in	Pakistan where Shehbaz Sharif is the leader
26	Shehbaz Sharif	is	the leader
26	It	is in	Punjab, Pakistan
26	It	is found	the Allama Iqbal International Airport
26	Punjab	is	Pakistan
26	The Pakistan Civil Aviation Authority	is the operating organisation, the operating organisation of	the Allama Iqbal International Airport
26	The airport	serves	the city
26	The airport	the city of	Lahore
26	The airport	serves in	Pakistan
26	the Allama Iqbal International Airport	is the leader is, is also found, is in	Punjab
27	The Pakistan Civil Aviation Authority	is	the operating organisation of the Allama Iqbal International Airport located in Punjab, Pakistan, which is led by Shehbaz Sharif
27	the Allama Iqbal International Airport	located in in	Punjab, Pakistan, which is led by Shehbaz Sharif
27	the Allama Iqbal International Airport	located in	Punjab, Pakistan, which is led by Shehbaz Sharif
27	Punjab, Pakistan, which is led by Shehbaz Sharif	is led by	Shehbaz Sharif
27	Punjab	is	Pakistan
27	Punjab	is led	which
27	The airport	serves in	Lahore
27	The airport	serves in	Pakistan
27	The Pakistan Civil Aviation Authority	is the operating organisation, the operating organisation of	the Allama Iqbal International Airport
27	The Pakistan Civil Aviation Authority	the Allama Iqbal International Airport located, located in	Punjab
27	The Pakistan Civil Aviation Authority	led	Pakistan
27	The Pakistan Civil Aviation Authority	led by	Shehbaz Sharif
27	The airport	serves	Lahore
27	The airport	serves in	Pakistan
28	The airport	is	973.0 above sea level
28	The airport	has	a runway length of 896
28	a runway length	of	896 of
28	a runway	with	the name 11/29
28	is	with	the name 11/29
28	has	with	the name 11/29
28	The airport	Located in, Located serving	Andrews
28	The airport	is 973.0 above sea level, is has	a runway length
28	The airport	a runway length of	896
28	The airport	a runway with	11/29
29	Andrews County Airport	has	a runway length of 896
29	Andrews County Airport	serves	the city of Andrews
29	a runway length	of	896 of
29	It	located in	sea level
29	It	has	the runway name 11/29
29	It	below	973 metres
29	the runway name	the runway name	11/29
29	Andrews County Airport	Andrews County Airport in	Texas
29	Andrews County Airport	has	a runway length
29	Andrews County Airport	a runway length of	896
29	Andrews County Airport	has serves	the city
29	Andrews County Airport	the city of	Andrews
29	It	located, located below	sea level
29	It	located has	the runway name
30	Andrews County Airport	located in	Texas
30	It	serves	the city of Andrews
30	It	serves to is in	sea level
30	It	above	973 metres
30	Its runway length	is named	11/29
30	Its runway length	is	896 long
30	Its runway length	long	896
30	Andrews County Airport	located, located in	Texas
30	It	serves	the city
30	It	the city of	Andrews
30	It	is above	sea level
31	Andrews County Airport	is in	Texas
31	Andrews County Airport	is in	the U.S.A. where Spanish is one of the languages spoken
31	Spanish	is	one of the languages
31	Houston	is	the largest city in the state
31	Houston	is	Austin
31	its capital	is	Austin
31	its capital	is	the largest city in the state
31	Andrews County Airport	is, is in	Texas
31	Andrews County Airport	is in	the U.S.A.
31	Spanish	is one, one of	the languages
31	Houston	the languages spoken is the largest city, the largest city in	the state
31	Houston	Austin	its capital
32	Andrews County Airport	located in	Texas, United States
32	Texas	is	United States
32	The largest city	is	Houston
32	the state capital	is	Houston
32	the state capital	is	one of the languages spoken there
32	Austin	is	one of the languages spoken there
32	Spanish	is	one of the languages spoken there
32	The largest city	is	one of the languages spoken there
32	Andrews County Airport	located, located in	Texas
32	Andrews County Airport	is	United States
32	Andrews County Airport	The largest city in	Texas
32	Austin	is Houston is	Austin Spanish
32	Austin	is one, one of	the languages
33	Houston	is	the largest city in Texas, where Austin is the Capital city
33	Austin	is	the Capital city
33	Andrews County Airport	located in	Texas
33	Andrews County Airport	can speak	Spanish
33	Some texans	can speak	Spanish
33	Some texans	is located in	Andrews County Airport
33	Houston	is the largest city, the largest city in	Texas
33	Andrews County Airport	is the Capital city located, located in	Texas
33	Some texans	located speak	Spanish
34	Andrews County Airport	located in	Texas, a state where Spanish is spoken
34	Andrews County Airport	are called	Texans
34	the people	are called	Texans
34	the people	is located in	Andrews County Airport
34	Texas	is	a state where Spanish is spoken
34	a state	is spoken	Spanish
34	Houston	is	the largest city in Texas
34	Houston	is	the state's capital
34	Austin	is	the state's capital
34	Austin	is	the largest city in Texas
34	Andrews County Airport	located, located in	Texas
34	Andrews County Airport	spoken	a state
34	Houston	spoken, located called is the largest city, the largest city in	Texas
35	Andrews County Airport	located in	Texas where the Spanish language is spoken and the people are known as Texans
35	the Spanish language	are known as	the people
35	the people	known as	Texans
35	the people	is spoken	the Spanish language
35	Texas	is spoken	the Spanish language
35	The capital city	is	Austin
35	The capital city	is	Houston
35	the largest city	is	Houston
35	the largest city	is	Austin
35	Andrews County Airport	located, located in	Texas
35	the people	spoken, spoken known, known as	Texans
35	The capital city	is Austin	the largest city
36	The Angola International Airport	serves to is in	Ícolo e Bengo, (Luanda Province)
36	The airport	is in	Ícolo e Bengo, (Luanda Province)
36	The airport	serves to is in	sea level
36	Ícolo e Bengo	is	Luanda Province
36	The Angola International Airport	above	159 metres
36	The Angola International Airport	is, is in	Ícolo e Bengo
36	The airport	serves	Luanda Province
36	The airport	serves	Luanda
36	The airport	is above	sea level
37	Angola International Airport	located at	Ícolo e Bengo in Luanda province, Angola
37	Luanda province	is	Angola
37	The Airport	situated in	sea level
37	The Airport	serves	the city of Luanda
37	The Airport	above	159 meters
37	Angola International Airport	located, located at	Ícolo e Bengo
37	Angola International Airport	Ícolo e Bengo in	Luanda province
37	The Airport	situated	Angola
37	The Airport	situated, situated above	sea level
37	The Airport	situated serves	the city
37	The Airport	the city of	Luanda
38	Angola International Airport	is located in	which
38	Angola International Airport	located in	Ícolo e Bengo in the Luanda Province in Angola
38	The airport	lies in	sea level
38	The airport	above	159 metres
38	Angola International Airport	located, located in	Ícolo e Bengo
38	Angola International Airport	Ícolo e Bengo in	the Luanda Province
38	Angola International Airport	the Luanda Province in	Angola
38	Angola International Airport	serves	Luanda
38	The airport	lies, lies above	sea level
39	Angola International Airport	located in	Ícolo e Bengo, Luanda Province, Angola
39	Luanda Province	is	Angola
39	The runway	is	4000ft long
39	The runway	is	a.s.l
39	Angola International Airport	is	a.s.l
39	Angola International Airport	is	4000ft long
39	ft	ft	4000
39	Angola International Airport	located, located in	Ícolo e Bengo Luanda Province
39	The runway	is	Angola
40	Angola International airport	located in	Icolo
40	Bengo	is	a part of Luanda Province, located in Angola
40	Luanda Province	located in in	Angola
40	Luanda Province	located in	Angola
40	The airport	is in	sea level
40	The airport	has	a length of 4000.0
40	its runway	has	a length of 4000.0
40	its runway	is in	sea level
40	The airport	above	159 meters
40	a length	of	4000.0 of
40	Angola International airport	located, located in	Icolo
40	Angola International airport	located	Bengo
40	Angola International airport	is a part, a part of	Luanda Province
40	Angola International airport	Luanda Province located, located in	Angola
40	The airport	is, is above	sea level
40	The airport	is has	its runway
40	The airport	a length of	a length
41	Angola International Airport	located in	Icolo
41	Bengo	is located in	which
41	Bengo	located in	the Luanda Province, Angola
41	the Luanda Province	is	Angola
41	The airport	situated in	sea level
41	The airport	has	a runway that measures a length of 4000.0
41	it	has	a runway that measures a length of 4000.0
41	it	is situated in	The airport
41	a runway	measures	a length of 4000.0
41	The airport	above	159 meters
41	a length	of	4000.0 of
41	Angola International Airport	located, located in	Icolo
41	Angola International Airport	located	Bengo
41	Angola International Airport	located, located in	the Luanda Province
41	The airport	situated	Angola
41	The airport	situated, situated above	sea level
41	The airport	situated has	it
41	The airport	measures	a runway
41	The airport	measures	a length
41	The airport	a length of	4000.0
42	The Flemish department	is	the operating organisation of Antwerp International Airport which is owned by the Flemish Region
42	the operating organisation of Antwerp International Airport which is owned by the Flemish Region	is owned by	the Flemish Region
42	the operating organisation	is owned	which
42	The airport	serves	the city of Antwerp
42	The airport	serves to is in	sea level
42	The airport	has	a runway length of 600.0
42	The airport	above	12.0 metres
42	a runway length	of	600.0 of
42	The Flemish department	is, The Flemish department of	Mobility and Public Works
42	The Flemish department	is the operating organisation, the operating organisation of	Antwerp International Airport
42	The Flemish department	owned by	the Flemish Region
42	The airport	serves	the city
42	The airport	the city of	Antwerp
42	The airport	is above	sea level
42	The airport	is has	a runway length
42	The airport	a runway length of	600.0
43	The Flemish Region	owns	Antwerp International Airport which is operated by the Flemish Department of Mobility and Public Works and serves the city of Antwerp
43	Antwerp International Airport which is operated by the Flemish Department of Mobility and Public Works and serves the city of Antwerp	is operated by	the Flemish Department of Mobility and Public Works
43	which	serves	the city of Antwerp
43	Antwerp International Airport	is operated	which
43	The runway length	is	600.0
43	The runway length	is in	sea level
43	the airport	is in	sea level
43	the airport	is	600.0
43	The runway length	above	12 metres
43	The Flemish Region	owns	Antwerp International Airport
43	The Flemish Region	operated by	the Flemish Department of Mobility and Public Works
43	The Flemish Region	operated serves	the city
43	The Flemish Region	the city of	Antwerp
43	The runway length	is 600.0	the airport
43	The runway length	is above	sea level
44	Antwerp International Airport	is owned by	the Flemish Region
44	Antwerp International Airport	owned to located in	the city of Antwerp
44	The airport	has	a runway length of 600.0, elevation of 12.0 metres above sea level and the Flemish department of Mobility and Public Works
44	The airport	is	the operating organisation
44	a runway length	is	elevation of 12.0 metres above sea level and the Flemish department of Mobility and Public Works
44	a runway length	of	600.0 of
44	elevation	of	12.0 metres above sea level of 12.0 metres
44	the Flemish department	of	12.0 metres above sea level of 12.0 metres
44	Antwerp International Airport	owned by	the Flemish Region
44	Antwerp International Airport	owned located, located in	the city
44	Antwerp International Airport	the city of	Antwerp
44	The airport	has	a runway length
44	The airport	a runway length of	600.0
44	The airport	elevation of	elevation
44	The airport	12.0 metres above	12.0 metres
44	The airport	the Flemish department of	sea level
44	The airport	the operating organisation	Mobility and Public Works
45	The city of Appleton	is served by	Appleton International Airport
45	The city	located in	located 280 metres above sea level in Greenville, Wisconsin
45	The city	served to located in	sea level in Greenville, Wisconsin
45	Greenville	is	Wisconsin
45	The city	above	280 metres
45	The runway	is	3/21
45	The runway	is in	2439
45	The city	is in	2439
45	The city	is in	length
45	The runway	is in	length
45	The city	is	3/21
45	The city	served, The city of	Appleton
45	The city	served by	Appleton International Airport
45	The city	located, located above	sea level
45	The city	sea level in	Greenville
45	The runway	is	Wisconsin
45	The runway	The runway at	the airport
45	The runway	is 3/21 2439, is in	length
46	Appleton International Airport	found in	Greenville, Wisconsin
46	Appleton International Airport	serves	the city of Appleton
46	Greenville	is	Wisconsin
46	It	situated in	sea level
46	It	has	a 2,439 kilometers long runway called 3/21
46	a 2,439 kilometers long runway	called	3/21
46	It	above	280 meters
46	Appleton International Airport	found, found in	Greenville
46	Appleton International Airport	found serves	Wisconsin
46	Appleton International Airport	the city of	the city
46	It	situated	Appleton
46	It	situated, situated above	sea level
46	It	situated has	a 2,439 kilometers long runway
46	It	a 2,439 kilometers long runway called	3/21
47	Appleton International Airport	serves	the city of Appleton
47	Appleton International Airport	is located in	Appleton International Airport, which serves the city of Appleton
47	Appleton International Airport	located in	Greenville, Wisconsin
47	Greenville	is	Wisconsin
47	It	elevated in	sea level
47	It	above	2801 meters
47	The airport's runway	is named	3/21 measures a length of 2439 units
47	Appleton International Airport	serves	the city
47	Appleton International Airport	the city of	Appleton
47	Appleton International Airport	located, located in	Greenville
47	It	elevated	Wisconsin
47	It	elevated, elevated above	sea level
47	It	The airport's runway named	a length
47	It	a length of	2439 units
48	The city of Appleton	is served by	Appleton International Airport
48	Appleton International Airport	is	part of Menasha
48	Winnebago County	is	Wisconsin, United States
48	The city	served, The city of	Appleton
48	The city	served by	Appleton International Airport
48	The city	Appleton International Airport in	Greenville
48	The city	part of	part
48	The city	served	Clayton
48	The city	served	Winnebago County
48	The city	served	Wisconsin United States
49	Wisconsin	is served by	Appleton International Airport
49	Appleton International Airport	is located in	which
49	Appleton International Airport	located in	Greenville (part of Menasha town)
49	Greenville	is	part of Menasha town
49	Winnebago County	is	Wisconsin, USA
49	Winnebago County	is	USA
49	Appleton served	served	Appleton
49	Wisconsin	served by	Appleton International Airport
49	Wisconsin	located, located in	Greenville
49	Wisconsin	part of	part
49	Wisconsin	served	Clayton
49	Wisconsin	served	Winnebago County
49	Wisconsin	served	USA
50	Ardmore Airport in New Zealand	is operated by	the Civil Aviation Authority of New Zealand
50	Ardmore Airport	operated to is in	sea level
50	Ardmore Airport	is operated	Ardmore Airport in New Zealand
50	Ardmore Airport	above	34 metres
50	It	has	a runway named 03R/21L which is 1,411 long and
50	It	has	a poaceae surface
50	a runway	is	1,411 long
50	its third runway	has	a poaceae surface
50	its third runway	has	a runway named 03R/21L which is 1,411 long and
50	1,411	is	long
50	a runway	a runway	03R/21L
50	Ardmore Airport	Ardmore Airport in	New Zealand
50	Ardmore Airport	operated by	the Civil Aviation Authority of New Zealand
50	Ardmore Airport	is above	sea level
50	It	has	a runway
50	It	a runway named is 1,411 long	its third runway
