sent_id,subject,relation,object,matched,best_similarity_%,correctness,completeness,minimality,accuracy_%
18,the town,has,"a total area of , all of it",False,43.4,0.434,0.0,0.0,14.5
18,the town,"has According, According to",the United States Census Bureau,False,40.7,0.407,0.0,0.0,13.6
18,the town,has,a total area,False,44.1,0.441,0.0,0.0,14.7
18,the town,a total area of,all,False,42.3,0.423,0.0,0.0,14.1
18,the town,all of,it,False,43.2,0.432,0.0,0.0,14.4
19,Gonzalez,accused to According,the indictment,False,45.2,0.452,0.0,0.0,15.1
19,Gonzalez,defrauding,"the West Bronx Neighborhood Association Inc. , a not-for-profit corporation",False,37.0,0.37,0.0,0.0,12.3
19,Gonzalez,using,funds donated to the organization,False,45.5,0.455,0.0,0.0,15.2
19,Gonzalez,using in,"order to pay for over $ 37,000 in personal expenses",False,36.0,0.36,0.0,0.0,12.0
19,funds,donated to,the organization,False,50.0,0.5,0.0,0.0,16.7
19,funds,donated,the organization,False,45.9,0.459,0.0,0.0,15.3
19,order,to pay for,"over $ 37,000 in personal expenses",False,39.0,0.39,0.0,0.0,13.0
19,order,to pay,"over $ 37,000 in personal expenses",False,38.5,0.385,0.0,0.0,12.8
19,the West Bronx Neighborhood Association Inc.,is,a not-for-profit corporation,False,39.7,0.397,0.0,0.0,13.2
19,order,for,"over $ 37,000 in personal expenses for",False,32.9,0.329,0.0,0.0,11.0
19,Gonzalez,"accused According, According to accused, accused of, of defrauding",the West Bronx Neighborhood Association Inc.,False,33.8,0.338,0.0,0.0,11.3
19,Gonzalez,"corporation not, not for",profit,False,39.4,0.394,0.0,0.0,13.1
19,Gonzalez,accused by,corporation,False,50.7,0.507,0.0,0.0,16.9
19,Gonzalez,by using,funds,False,31.7,0.317,0.0,0.0,10.6
19,Gonzalez,"funds donated, donated to",the organization,False,43.9,0.439,0.0,0.0,14.6
19,Gonzalez,using in,order,False,40.7,0.407,0.0,0.0,13.6
19,Gonzalez,"pay to, order pay, pay for","over $ 37,000",False,32.5,0.325,0.0,0.0,10.8
19,Gonzalez,"over $ 37,000 in",personal expenses,False,32.4,0.324,0.0,0.0,10.8
20,whose continued use as an extraordinary form of the Roman Rite,is authorized by,the motu proprio,False,47.9,0.479,0.0,0.0,16.0
20,the 1962 Roman Missal,has,no mention of her,False,51.7,0.517,0.0,0.0,17.2
20,the 1962 Roman Missal,is,the edition,False,41.6,0.416,0.0,0.0,13.9
20,the motu proprio,is,`` Summorum Pontificum,False,41.0,0.41,0.0,0.0,13.7
20,the 1962 Roman Missal,is authorized,whose continued use as an extraordinary form of the Roman Rite,False,49.7,0.497,0.0,0.0,16.6
20,whose continued use,is authorized,whose continued use as an extraordinary form of the Roman Rite,False,45.4,0.454,0.0,0.0,15.1
20,the 1962 Roman Missal,has Accordingly,the edition,False,41.4,0.414,0.0,0.0,13.8
20,whose continued use,whose continued use as,an extraordinary form,False,42.7,0.427,0.0,0.0,14.2
20,whose continued use,an extraordinary form of,the Roman Rite,False,47.6,0.476,0.0,0.0,15.9
20,whose continued use,authorized by,the motu proprio,False,44.4,0.444,0.0,0.0,14.8
20,whose continued use,has also,`` Summorum Pontificum,False,42.4,0.424,0.0,0.0,14.1
20,whose continued use,has,no mention,False,45.0,0.45,0.0,0.0,15.0
20,whose continued use,no mention of,her,False,48.2,0.482,0.0,0.0,16.1
21,the French Community of Belgium,begun to referring,itself,False,44.8,0.448,0.0,0.0,14.9
21,the French Community of Belgium,to emphasize,"the links between the French Community , Wallonia and Brussels",False,37.8,0.378,0.0,0.0,12.6
21,the French Community of Belgium,as to emphasize,"as the ` Wallonia-Brussels Federation ' to emphasize the links between the French Community , Wallonia and Brussels",False,31.5,0.315,0.0,0.0,10.5
21,the French Community of Belgium,"begun Additionally, begun controversially begun, begun referring, referring to",itself,False,37.5,0.375,0.0,0.0,12.5
21,the French Community of Belgium,referring exclusively,the ` Wallonia-Brussels Federation ',False,38.2,0.382,0.0,0.0,12.7
21,the French Community of Belgium,emphasize to emphasize,the links,False,41.9,0.419,0.0,0.0,14.0
21,the French Community of Belgium,the links between,the French Community Wallonia Brussels,False,38.1,0.381,0.0,0.0,12.7
22,hauling,pulled,trains the whole length of the Victoria and Waterloo tunnels,False,39.7,0.397,0.0,0.0,13.2
22,locomotives,pulled,trains the whole length of the Victoria and Waterloo tunnels,False,40.0,0.4,0.0,0.0,13.3
22,locomotives,trains,the whole length of the Victoria and Waterloo tunnels,False,40.7,0.407,0.0,0.0,13.6
22,hauling,hauling,1895,False,28.2,0.282,0.0,0.0,9.4
22,hauling,"ceased, ceased hauling ceased",locomotives,False,42.0,0.42,0.0,0.0,14.0
22,hauling,"ceased pulled, pulled trains",trains,False,36.2,0.362,0.0,0.0,12.1
22,hauling,the whole length of,the whole length,False,38.1,0.381,0.0,0.0,12.7
23,the Colonials,found in,"a primitive , lush and vibrant new world",False,47.7,0.477,0.0,0.0,15.9
23,the Colonials,found in,five years of searching,False,53.1,0.531,0.0,0.0,17.7
23,the Colonials,After,five years of searching,False,51.7,0.517,0.0,0.0,17.2
23,the Colonials,named,it,False,53.1,0.531,0.0,0.0,17.7
23,the Colonials,named,Earth,False,51.0,0.51,0.0,0.0,17.0
23,the Colonials,"found After, five years of, of searching",five years,False,46.8,0.468,0.0,0.0,15.6
23,the Colonials,found,"a primitive , lush and vibrant new world",False,45.3,0.453,0.0,0.0,15.1
23,the Colonials,found named,it,False,52.5,0.525,0.0,0.0,17.5
24,Cole,leaving,Hex,False,35.0,0.35,0.0,0.0,11.7
24,Cole,went on,(action),False,35.6,0.356,0.0,0.0,11.9
24,Cole,to appear as in,to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '',False,32.6,0.326,0.0,0.0,10.9
24,Cole,to appear as in,Blanche Ingram,False,40.7,0.407,0.0,0.0,13.6
24,Cole,went to appear as,Blanche Ingram,False,42.6,0.426,0.0,0.0,14.2
24,Cole,to appear as in,the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '',False,35.1,0.351,0.0,0.0,11.7
24,Cole,went to appear in,the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '',False,34.8,0.348,0.0,0.0,11.6
24,the critically acclaimed `` Jane Eyre '' TV serial,starred as in as,Lilith,False,36.2,0.362,0.0,0.0,12.1
24,the critically acclaimed `` Jane Eyre '' TV serial,starred as in,Lilith,False,37.0,0.37,0.0,0.0,12.3
24,the critically acclaimed `` Jane Eyre '' TV serial,starred as in in,the `` Doctor Who '' episode `` The Shakespeare Code '',False,35.4,0.354,0.0,0.0,11.8
24,the critically acclaimed `` Jane Eyre '' TV serial,starred as in,the `` Doctor Who '' episode `` The Shakespeare Code '',False,35.9,0.359,0.0,0.0,12.0
24,the `` Doctor Who '' episode,is,` The Shakespeare Code '',False,41.4,0.414,0.0,0.0,13.8
24,Cole,"went After, After leaving went, went on, appear to appear, appear as",Blanche Ingram,False,39.3,0.393,0.0,0.0,13.1
24,Cole,appear in,the critically acclaimed `` Jane Eyre '' TV serial,False,38.7,0.387,0.0,0.0,12.9
24,Cole,the critically acclaimed `` Jane Eyre '' TV serial for,the BBC guest,False,39.2,0.392,0.0,0.0,13.1
24,Cole,"the critically acclaimed `` Jane Eyre '' TV serial starred, starred as",Lilith,False,36.8,0.368,0.0,0.0,12.3
24,Cole,starred in,the `` Doctor Who '' episode,False,40.8,0.408,0.0,0.0,13.6
25,Battra,rested in,the battle,False,53.6,0.536,0.0,0.0,17.9
25,Battra,rested in,the Arctic Ocean,False,47.9,0.479,0.0,0.0,16.0
25,Battra,whereas retired to,"whereas Mothra retired to Infant Island , accompanied by",False,43.3,0.433,0.0,0.0,14.4
25,Mothra,rested to retired,Infant Island,False,43.2,0.432,0.0,0.0,14.4
25,Mothra,accompanied,accompanied by,False,43.5,0.435,0.0,0.0,14.5
25,Battra,"rested After rested, rested in",the Arctic Ocean,False,43.5,0.435,0.0,0.0,14.5
25,Mothra,"retired, retired to",Infant Island,False,39.5,0.395,0.0,0.0,13.2
26,many,were arrested in,many of the republicans,False,37.7,0.377,0.0,0.0,12.6
26,many,arrested in,this point,False,41.4,0.414,0.0,0.0,13.8
26,many,arrested in,Free State `` round ups,False,37.5,0.375,0.0,0.0,12.5
26,many,had come,when they had come out of hiding and returned home,False,41.6,0.416,0.0,0.0,13.9
26,many,arrested After,this point,False,39.5,0.395,0.0,0.0,13.2
26,many,many of,the republicans,False,37.3,0.373,0.0,0.0,12.4
26,many,"arrested, arrested in",Free State `` round ups,False,37.8,0.378,0.0,0.0,12.6
26,many,come,they,False,26.7,0.267,0.0,0.0,8.9
26,many,"come, come out, out of, of hiding",hiding,False,36.2,0.362,0.0,0.0,12.1
27,Knievel,broke,his arms,False,34.1,0.341,0.0,0.0,11.4
27,he,was,more distraught over a permanent injury his accident caused to the cameraman,False,47.0,0.47,0.0,0.0,15.7
27,he,Although broke,Although Knievel broke his arms,False,37.6,0.376,0.0,0.0,12.5
27,his accident,caused,the cameraman,False,39.1,0.391,0.0,0.0,13.0
27,a permanent injury,caused,the cameraman,False,45.2,0.452,0.0,0.0,15.1
27,Knievel,broke,his arms,False,34.1,0.341,0.0,0.0,11.4
27,he,"was, distraught more, distraught over",a permanent injury,False,40.0,0.4,0.0,0.0,13.3
27,he,caused,his accident,False,35.4,0.354,0.0,0.0,11.8
27,he,caused to,the cameraman,False,40.0,0.4,0.0,0.0,13.3
28,`` Hazelwood,sank to came in,constant attack from kamikazes as well as fighters and dive-bombers,False,44.7,0.447,0.0,0.0,14.9
28,`` Hazelwood,sank to came in,the invasion,False,41.7,0.417,0.0,0.0,13.9
28,`` Hazelwood,untouched,untouched and,False,38.2,0.382,0.0,0.0,12.7
28,`` Hazelwood,sank on,two small enemy freighters,False,34.1,0.341,0.0,0.0,11.4
28,`` Hazelwood,sank on,the night of 25 February,False,33.6,0.336,0.0,0.0,11.2
28,`` Hazelwood,sank,her guns,False,28.0,0.28,0.0,0.0,9.3
28,`` Hazelwood,Although came in,"Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and",False,38.5,0.385,0.0,0.0,12.8
28,the night,of,25 February of 25 February,False,30.1,0.301,0.0,0.0,10.0
28,`` Hazelwood,"came under, constant attack from, as as, as well, constant attack as came, came through",the invasion,False,44.9,0.449,0.0,0.0,15.0
28,`` Hazelwood,"untouched, sank on",the night,False,38.3,0.383,0.0,0.0,12.8
28,`` Hazelwood,the night of,25 February,False,30.6,0.306,0.0,0.0,10.2
28,`` Hazelwood,sank,two small enemy freighters,False,33.9,0.339,0.0,0.0,11.3
28,`` Hazelwood,sank with,her guns,False,32.4,0.324,0.0,0.0,10.8
29,An animal,An animal to cares,its young,False,41.9,0.419,0.0,0.0,14.0
29,that,is said,no other sociality traits,False,44.2,0.442,0.0,0.0,14.7
29,that,cares,its young,False,41.5,0.415,0.0,0.0,13.8
29,no other sociality traits,be,`` subsocial,False,38.4,0.384,0.0,0.0,12.8
29,its,has,its young,False,36.0,0.36,0.0,0.0,12.0
29,no other sociality traits,"cares for, cares shows",young,False,38.0,0.38,0.0,0.0,12.7
30,An original limited artist edition,was published in,An original limited artist edition of 250,False,40.5,0.405,0.0,0.0,13.5
30,An original limited artist edition,published in,1989,False,40.0,0.4,0.0,0.0,13.3
30,An original limited artist edition,was,an oversized fine press slip-cased book with stainless steel faced boards and digital clock,False,38.9,0.389,0.0,0.0,13.0
30,An original limited artist edition,of,250 of,False,39.0,0.39,0.0,0.0,13.0
30,An original limited artist edition,"published, An original limited artist edition of",250,False,36.6,0.366,0.0,0.0,12.2
30,An original limited artist edition,"published, published in",1989,False,39.6,0.396,0.0,0.0,13.2
30,An original limited artist edition,"an oversized fine press slip-cased book, an oversized fine press slip-cased book with",stainless steel faced boards,False,32.4,0.324,0.0,0.0,10.8
30,An original limited artist edition,inset into,the front cover,False,44.7,0.447,0.0,0.0,14.9
31,ABS,has formed,a partnership with Habitat,False,44.7,0.447,0.0,0.0,14.9
31,ABS,for to give,for Humanity to give a free Bible to each of its new homeowners in the United States,False,37.9,0.379,0.0,0.0,12.6
31,Humanity,to give,a free Bible,False,41.5,0.415,0.0,0.0,13.8
31,Humanity,to give,to each of its new homeowners in the United States,False,40.0,0.4,0.0,0.0,13.3
31,ABS,formed,a partnership,False,47.6,0.476,0.0,0.0,15.9
31,ABS,a partnership with,Habitat,False,45.8,0.458,0.0,0.0,15.3
31,ABS,give to,Humanity,False,36.8,0.368,0.0,0.0,12.3
31,ABS,give,a free Bible,False,46.2,0.462,0.0,0.0,15.4
31,ABS,give to,each,False,47.1,0.471,0.0,0.0,15.7
31,ABS,each of,its new homeowners,False,38.6,0.386,0.0,0.0,12.9
31,ABS,its new homeowners in,the United States,False,43.8,0.438,0.0,0.0,14.6
32,he,was in,Ali 's army in the Battle of Jamal,False,41.2,0.412,0.0,0.0,13.7
32,he,was,Muhammad ibn Abu Bakr who escorted Aisha back to Madina,False,41.7,0.417,0.0,0.0,13.9
32,it,was,Muhammad ibn Abu Bakr who escorted Aisha back to Madina,False,40.0,0.4,0.0,0.0,13.3
32,it,was in,Ali 's army in the Battle of Jamal,False,39.2,0.392,0.0,0.0,13.1
32,Muhammad ibn Abu Bakr,escorted,Aisha,False,31.9,0.319,0.0,0.0,10.6
32,he,"was, was in",Ali 's army,False,35.7,0.357,0.0,0.0,11.9
32,he,Ali 's army in,the Battle of Jamal,False,40.0,0.4,0.0,0.0,13.3
32,he,was later,it,False,32.9,0.329,0.0,0.0,11.0
32,he,Muhammad ibn Abu Bakr escorted,Aisha,False,37.1,0.371,0.0,0.0,12.4
32,he,"escorted back, back to",Madina,False,35.6,0.356,0.0,0.0,11.9
33,Andrea Bianco 's atlas,comprises,ten leaves of vellum,False,38.7,0.387,0.0,0.0,12.9
33,Andrea Bianco 's atlas,measuring,"measuring , in an 18th-century binding",False,27.0,0.27,0.0,0.0,9.0
33,Andrea Bianco 's atlas,comprises to measuring in,an 18th-century binding,False,32.1,0.321,0.0,0.0,10.7
33,Andrea Bianco 's atlas,of,1436 of,False,30.1,0.301,0.0,0.0,10.0
33,Andrea Bianco 's atlas of 1436,comprises,ten leaves of vellum,False,35.6,0.356,0.0,0.0,11.9
33,Andrea Bianco 's atlas,"comprises, Andrea Bianco 's atlas of",1436,False,30.8,0.308,0.0,0.0,10.3
33,Andrea Bianco 's atlas,comprises,ten leaves,False,38.6,0.386,0.0,0.0,12.9
33,Andrea Bianco 's atlas,ten leaves of,vellum,False,38.6,0.386,0.0,0.0,12.9
33,Andrea Bianco 's atlas,"measuring, measuring in",an 18th-century binding,False,27.3,0.273,0.0,0.0,9.1
34,Apartment buildings,were built in,"Apartment buildings , shops , medical clinics , cinemas etc",False,38.5,0.385,0.0,0.0,12.8
34,shops,were built in,"Apartment buildings , shops , medical clinics , cinemas etc",False,39.4,0.394,0.0,0.0,13.1
34,medical clinics,were built in,"Apartment buildings , shops , medical clinics , cinemas etc",False,38.2,0.382,0.0,0.0,12.7
34,etc,were built in,"Apartment buildings , shops , medical clinics , cinemas etc",False,40.0,0.4,0.0,0.0,13.3
34,.,were built in,"Apartment buildings , shops , medical clinics , cinemas etc",False,39.1,0.391,0.0,0.0,13.0
34,Apartment buildings,built in,close proximity,False,43.5,0.435,0.0,0.0,14.5
