sent_id,subject,relation,object,high_fidelity(sim>=90),correctness_%,correctness,completeness_of_sentence,minimality,accuracy_%
7,Dr. Jagan,is,himself,True,91.9,0.919,1.0,0.833,91.7
7,Dr. Jagan,involved personally,himself,True,100.0,1.0,1.0,0.792,93.1
7,Dr. Jagan,"involved, involved in",the organization,False,88.4,0.884,1.0,0.708,86.4
7,Dr. Jagan,the organization of,the strike,True,100.0,1.0,1.0,0.708,90.3
7,Dr. Jagan,"involved helped, raise to, helped raise",funds,False,86.0,0.86,1.0,0.625,82.8
7,Dr. Jagan,raise across,the country,True,100.0,1.0,1.0,0.75,91.7
7,Dr. Jagan,raise to,it,True,100.0,1.0,1.0,0.792,93.1
8,the municipality,was renamed In in,Jones,True,100.0,1.0,1.0,0.811,93.7
8,the municipality,renamed In,1918,True,100.0,1.0,1.0,0.865,95.5
8,the municipality,renamed in,"honor of American congressman William Jones , who authored the Philippine Autonomy Act of 1916 that provided for greater autonomy for the Philippines under American colonial rule",True,100.0,1.0,1.0,0.162,72.1
8,American congressman William Jones,authored,the Philippine Autonomy Act of 1916 that provided for greater autonomy for the Philippines under American colonial rule,True,100.0,1.0,1.0,0.378,79.3
8,the Philippine Autonomy Act,provided for,greater autonomy for the Philippines under American colonial rule,True,100.0,1.0,1.0,0.595,86.5
8,the Philippine Autonomy Act,of,1916 of,True,100.0,1.0,1.0,0.811,93.7
8,the municipality,renamed In,1918,True,100.0,1.0,1.0,0.865,95.5
8,the municipality,"renamed, renamed in",honor,False,88.0,0.88,1.0,0.838,90.6
8,the municipality,honor of,American congressman William Jones,True,100.0,1.0,1.0,0.784,92.8
8,the municipality,authored,the Philippine Autonomy Act,True,100.0,1.0,1.0,0.811,93.7
8,the municipality,the Philippine Autonomy Act of,1916,True,100.0,1.0,1.0,0.784,92.8
8,the municipality,"provided, provided for",greater autonomy,True,90.2,0.902,1.0,0.811,90.4
8,the municipality,greater autonomy for,the Philippines,True,100.0,1.0,1.0,0.811,93.7
8,the municipality,greater autonomy under,American colonial rule,True,100.0,1.0,1.0,0.784,92.8
9,the laser,ablating,the tissue,True,100.0,1.0,1.0,0.821,94.0
9,the laser,cuts,"a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid",True,100.0,1.0,1.0,0.25,75.0
9,the prostate,is cut in,which,True,94.3,0.943,1.0,0.786,91.0
9,the prostate,cut in,smaller pieces,True,95.4,0.954,1.0,0.786,91.3
9,the prostate,flushed,irrigation fluid,True,100.0,1.0,1.0,0.821,94.0
9,which,flushed,irrigation fluid,True,100.0,1.0,1.0,0.857,95.2
9,the laser,"of Instead, cuts of, of ablating",the tissue,False,83.5,0.835,1.0,0.643,82.6
9,the laser,cuts,a portion,True,100.0,1.0,1.0,0.821,94.0
9,the laser,a portion of,the prostate,True,100.0,1.0,1.0,0.75,91.7
9,the laser,"cut, cut then cut, cut into",smaller pieces,True,93.8,0.938,1.0,0.643,86.0
9,the laser,"cut flushed, flushed with",irrigation fluid,True,90.5,0.905,1.0,0.714,87.3
10,`` Kormoran,was,the only Axis ship to conduct attacks in Australian waters during 1941 and the last Axis surface raider to enter Australian waters until 1943,True,100.0,1.0,1.0,0.069,69.0
10,`` Kormoran,was,the last Axis surface raider,True,100.0,1.0,1.0,0.724,90.8
10,the only Axis ship,to conduct in,attacks in Australian waters,True,100.0,1.0,1.0,0.621,87.4
10,the only Axis ship,conduct in,1941,True,100.0,1.0,1.0,0.759,92.0
10,the only Axis ship,during,1941,True,100.0,1.0,1.0,0.793,93.1
10,the only Axis ship,to enter in,Australian waters,True,100.0,1.0,1.0,0.69,89.7
10,the only Axis ship,enter in,1943,True,100.0,1.0,1.0,0.759,92.0
10,the only Axis ship,until,1943,True,100.0,1.0,1.0,0.793,93.1
10,the last Axis surface raider,during,1941,True,100.0,1.0,1.0,0.759,92.0
10,the last Axis surface raider,until,1943,True,100.0,1.0,1.0,0.759,92.0
10,`` Kormoran,"was the only Axis ship, conduct to conduct",attacks,True,94.1,0.941,1.0,0.621,85.4
10,`` Kormoran,attacks in,Australian waters,True,100.0,1.0,1.0,0.793,93.1
10,`` Kormoran,conduct during,1941,True,100.0,1.0,1.0,0.828,94.3
10,`` Kormoran,enter to enter,Australian waters,True,100.0,1.0,1.0,0.759,92.0
10,`` Kormoran,enter until,1943,True,100.0,1.0,1.0,0.828,94.3
11,He,were said,He and his friends,True,100.0,1.0,1.0,0.65,88.3
11,his friends,were said,He and his friends,True,100.0,1.0,1.0,0.6,86.7
11,He,have made for on,bombs,True,100.0,1.0,1.0,0.7,90.0
11,his friends,have made for on,bombs,True,100.0,1.0,1.0,0.65,88.3
11,He,said to made,fun,True,100.0,1.0,1.0,0.75,91.7
11,his friends,said to made,fun,True,100.0,1.0,1.0,0.7,90.0
11,He,said to made on,"the outskirts of Murray , Utah",True,100.0,1.0,1.0,0.45,81.7
11,his friends,said to made on,"the outskirts of Murray , Utah",True,100.0,1.0,1.0,0.4,80.0
11,Murray,is,Utah,False,88.0,0.88,1.0,0.85,91.0
11,He,"said, made to, said made",bombs,False,78.3,0.783,1.0,0.65,81.1
11,He,made for,fun,True,100.0,1.0,1.0,0.8,93.3
11,He,made on,the outskirts,True,100.0,1.0,1.0,0.75,91.7
11,He,the outskirts of,Murray,True,100.0,1.0,1.0,0.75,91.7
12,A large gravestone,erected in,1866,True,100.0,1.0,1.0,0.6,86.7
12,A large gravestone,erected in,his death,True,100.0,1.0,1.0,0.533,84.4
12,A large gravestone,after,over 100 years,True,100.0,1.0,1.0,0.533,84.4
12,A large gravestone,"erected, erected in",1866,False,88.3,0.883,1.0,0.533,80.5
12,A large gravestone,"100 years over, erected after",his death,True,94.5,0.945,1.0,0.333,75.9
13,he,was In,re,False,85.7,0.857,0.857,0.846,85.3
13,he,was In,elected,False,69.2,0.692,0.857,0.846,79.8
13,he,was In,U.S. Senator,True,100.0,1.0,0.857,0.808,88.8
13,he,was In,1879,True,100.0,1.0,0.857,0.846,90.1
13,he,was to tipped as,a Presidential candidate,True,96.5,0.965,0.857,0.692,83.8
13,he,giving,a speech in Chicago,True,100.0,1.0,0.857,0.769,87.5
13,he,was In,1879,True,100.0,1.0,0.857,0.846,90.1
13,he,"was, was re, was -, was elected U.S. Senator, was tipped, tipped as",a Presidential candidate,False,71.3,0.713,0.857,0.346,63.9
13,he,"was died, died suddenly, died after, after giving",a speech,False,74.2,0.742,0.857,0.577,72.5
13,he,a speech in,Chicago,True,100.0,1.0,0.857,0.808,88.8
14,This led morning show host Ryan Cameron,to lobby for,a frequency change for WHTA,True,100.0,1.0,1.0,0.571,85.7
14,This led morning show host Ryan Cameron,putting at,a petition from listeners,True,100.0,1.0,1.0,0.629,87.6
14,This led morning show host Ryan Cameron,putting at,the risk of losing his job under Radio One 's management,True,100.0,1.0,1.0,0.429,81.0
14,This led morning show host Ryan Cameron,losing,his job,True,100.0,1.0,1.0,0.714,90.5
14,This led morning show host Ryan Cameron,losing in,Radio One 's management,True,97.9,0.979,1.0,0.629,86.9
14,This led morning show host Ryan Cameron,"lobby to lobby, lobby for",a frequency change,True,95.3,0.953,1.0,0.571,84.1
14,This led morning show host Ryan Cameron,a frequency change for,WHTA,True,100.0,1.0,1.0,0.657,88.6
14,This led morning show host Ryan Cameron,"lobby by, by putting, putting together",a petition,True,92.1,0.921,1.0,0.571,83.1
14,This led morning show host Ryan Cameron,a petition from,listeners,True,100.0,1.0,1.0,0.686,89.5
14,This led morning show host Ryan Cameron,putting at,the risk,True,100.0,1.0,1.0,0.686,89.5
14,This led morning show host Ryan Cameron,"the risk of, of losing",his job,True,97.1,0.971,1.0,0.6,85.7
14,This led morning show host Ryan Cameron,losing under,Radio One 's management,True,100.0,1.0,1.0,0.629,87.6
15,Each,uses,a combination of funding priorities and geographic requirements,True,100.0,1.0,1.0,0.6,86.7
15,Each,to select,grants,True,100.0,1.0,1.0,0.84,94.7
15,Each,described on,described on the foundation 's web site,True,100.0,1.0,1.0,0.6,86.7
15,Each,uses to described on,the foundation 's web site,True,100.0,1.0,1.0,0.6,86.7
15,Each,"uses, Each of",the programs,False,87.0,0.87,1.0,0.76,87.7
15,Each,uses,a combination,True,100.0,1.0,1.0,0.84,94.7
15,Each,a combination of,funding priorities,True,100.0,1.0,1.0,0.76,92.0
15,Each,"select to, uses select",grants,True,92.0,0.92,1.0,0.76,89.3
15,Each,"described, described on",the foundation 's web site,False,88.9,0.889,1.0,0.64,84.3
16,The Institut Constant de Rebecque,is,"a Swiss free-market , classical liberal and libertarian think tank founded in January 2005 in Lausanne , named after writer and political philosopher Benjamin Constant",True,100.0,1.0,1.0,0.031,67.7
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in in,January 2005,True,100.0,1.0,1.0,0.531,84.4
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in,January 2005,True,100.0,1.0,1.0,0.562,85.4
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in in,Lausanne,True,100.0,1.0,1.0,0.562,85.4
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in,Lausanne,True,100.0,1.0,1.0,0.594,86.5
16,"a Swiss free-market , classical liberal and libertarian think tank",named in after,writer and political philosopher,True,100.0,1.0,1.0,0.469,82.3
16,"a Swiss free-market , classical liberal and libertarian think tank",named in after,Benjamin Constant,True,100.0,1.0,1.0,0.531,84.4
16,The Institut Constant de Rebecque,"is a Swiss free-market , classical liberal and libertarian think tank, a Swiss free-market , classical liberal and libertarian think tank founded, founded in",January 2005,True,94.4,0.944,1.0,0.031,65.8
16,The Institut Constant de Rebecque,founded in,Lausanne,True,100.0,1.0,1.0,0.75,91.7
16,The Institut Constant de Rebecque,"a Swiss free-market , classical liberal and libertarian think tank named, named after",writer,True,97.1,0.971,1.0,0.406,79.2
17,The main reason,was,its support for high bit depths which can be required for film work,True,100.0,1.0,1.0,0.292,76.4
17,high bit depths,can be required,which,True,100.0,1.0,1.0,0.708,90.3
17,high bit depths,required,film work,True,100.0,1.0,1.0,0.75,91.7
17,The main reason,"was, The main reason for",this adoption,True,93.0,0.93,1.0,0.583,83.8
17,The main reason,this adoption over,mainline gimp,True,100.0,1.0,1.0,0.667,88.9
17,The main reason,"was its support, its support for",high bit depths,True,91.9,0.919,1.0,0.5,80.6
17,The main reason,"required, required for",film work,False,88.4,0.884,1.0,0.667,85.0
18,They,have,a large range of possible power supplies,True,100.0,1.0,1.0,0.571,85.7
18,They,can be,"380V , 1000V , or even higher",True,100.0,1.0,1.0,0.524,84.1
18,They,can be,"1000V , or even higher",True,100.0,1.0,1.0,0.619,87.3
18,They,can be,even higher,True,100.0,1.0,1.0,0.762,92.1
18,380V,380V,"1000V , or even higher",True,100.0,1.0,1.0,0.667,88.9
18,1000V,380V,"1000V , or even higher",True,100.0,1.0,1.0,0.667,88.9
18,higher,380V,"1000V , or even higher",True,100.0,1.0,1.0,0.667,88.9
18,They,have,a large range,True,100.0,1.0,1.0,0.762,92.1
18,They,a large range of,possible power supplies,True,100.0,1.0,1.0,0.619,87.3
19,She,began in,her film career,True,100.0,1.0,1.0,0.625,87.5
19,She,began in,1947,True,100.0,1.0,1.0,0.75,91.7
19,She,began in,the film `` A New Oath,True,100.0,1.0,1.0,0.438,81.3
19,the film,is,A New Oath,True,92.7,0.927,1.0,0.625,85.1
19,She,began,her film career,True,100.0,1.0,1.0,0.688,89.6
19,She,began in,1947,True,100.0,1.0,1.0,0.75,91.7
19,She,began in,the film,True,100.0,1.0,1.0,0.688,89.6
20,The brightest star,is,a red giant of spectral type K2III located approximately away which marks the snake 's heart,True,100.0,1.0,1.0,0.333,77.8
20,K2III,marks,which marks the snake 's heart,True,100.0,1.0,1.0,0.733,91.1
20,which,marks,the snake 's heart,True,100.0,1.0,1.0,0.8,93.3
20,The brightest star,"is, The brightest star in",Serpens Alpha Serpentis Unukalhai,True,96.5,0.965,1.0,0.6,85.5
20,The brightest star,"is a red giant, a red giant of",spectral type,True,93.5,0.935,1.0,0.567,83.4
20,K2III,"located, away approximately, located away marks",the snake 's heart,False,78.2,0.782,1.0,0.633,80.5
21,This manual,describes,the necessity for understanding an opponent 's weaknesses,True,100.0,1.0,1.0,0.577,85.9
21,This manual,understanding,an opponent 's weaknesses,True,100.0,1.0,1.0,0.731,91.0
21,This manual,using,spies,True,100.0,1.0,1.0,0.846,94.9
21,This manual,striking in,moments of weakness,True,100.0,1.0,1.0,0.731,91.0
21,This manual for warriors,describes,the necessity for understanding an opponent 's weaknesses,True,100.0,1.0,1.0,0.5,83.3
21,This manual,"describes, This manual for",warriors,False,81.4,0.814,1.0,0.731,84.8
21,This manual,describes,the necessity,True,100.0,1.0,1.0,0.808,93.6
21,This manual,"the necessity for, for understanding",an opponent 's weaknesses,True,96.5,0.965,1.0,0.577,84.7
21,This manual,"describes for, for using",spies,True,93.7,0.937,1.0,0.731,88.9
21,This manual,"for for, for striking, striking in",moments,False,82.4,0.824,1.0,0.654,82.6
21,This manual,moments of,weakness,True,100.0,1.0,1.0,0.808,93.6
22,It,was,club policy,True,100.0,1.0,1.0,0.778,92.6
22,It,to promote in,to promote talent into the senior team that was adopted by Bill Dimovski,True,98.0,0.98,1.0,0.056,67.9
22,It,to promote in,talent,True,93.0,0.93,1.0,0.722,88.4
22,It,was to promote in,the senior team that was adopted by Bill Dimovski,True,97.7,0.977,1.0,0.222,73.3
22,the senior team that was adopted by Bill Dimovski,was adopted by,Bill Dimovski,True,100.0,1.0,1.0,0.222,74.1
22,the senior team,was adopted,that,True,100.0,1.0,1.0,0.667,88.9
22,It,"was club policy, promote to promote",talent,False,87.9,0.879,1.0,0.556,81.2
22,It,promote into,the senior team,True,100.0,1.0,1.0,0.667,88.9
22,It,adopted by,Bill Dimovski,True,100.0,1.0,1.0,0.722,90.7
23,Vaccinations,including,the successful rabies vaccination by Louis Pasteur in 1886,True,100.0,1.0,1.0,0.389,79.6
23,the successful rabies vaccination,in,1886,True,100.0,1.0,1.0,0.667,88.9
23,Vaccinations,"followed, Vaccinations against",other viral diseases,False,89.1,0.891,1.0,0.611,83.4
23,Vaccinations,"followed, Vaccinations including",the successful rabies vaccination,True,91.8,0.918,1.0,0.556,82.5
23,Vaccinations,the successful rabies vaccination by,Louis Pasteur,True,100.0,1.0,1.0,0.556,85.2
23,Vaccinations,the successful rabies vaccination in,1886,True,100.0,1.0,1.0,0.611,87.0
24,One major difference,follows,more of a step-by-step process in the development of flashbulb accounts,True,100.0,1.0,1.0,0.595,86.5
24,the Photographic Model,follows,more of a step-by-step process in the development of flashbulb accounts,True,100.0,1.0,1.0,0.595,86.5
24,the Comprehensive Model,demonstrates,an interconnected relationship between the variables,True,100.0,1.0,1.0,0.73,91.0
24,the Photographic Model,whereas demonstrates,whereas the Comprehensive Model demonstrates an interconnected relationship between the variables,True,100.0,1.0,1.0,0.568,85.6
24,One major difference,"is, One major difference between",the two models,True,95.6,0.956,1.0,0.703,88.6
24,One major difference,is,the Photographic Model,True,100.0,1.0,1.0,0.811,93.7
24,One major difference,follows,more,True,100.0,1.0,1.0,0.865,95.5
24,One major difference,more of,a step-by-step process,True,100.0,1.0,1.0,0.784,92.8
24,One major difference,a step-by-step process in,the development,True,100.0,1.0,1.0,0.757,91.9
24,One major difference,the development of,flashbulb accounts,True,100.0,1.0,1.0,0.784,92.8
24,the Comprehensive Model,demonstrates,an interconnected relationship,True,100.0,1.0,1.0,0.811,93.7
24,the Comprehensive Model,an interconnected relationship between,the variables,True,100.0,1.0,1.0,0.757,91.9
25,300 soldiers,were,able to reinforce the hotel and defeat several attacks on the building,True,100.0,1.0,0.923,0.375,76.6
25,300 soldiers,to reinforce,the hotel,True,100.0,1.0,0.923,0.75,89.1
25,300 soldiers,defeat,several attacks on the building,True,100.0,1.0,0.923,0.667,86.3
25,300 soldiers,"were, 300 soldiers of",the 1st SS Battalion,True,92.3,0.923,0.923,0.583,81.0
25,300 soldiers,"were, reinforce to, able reinforce",the hotel,False,88.1,0.881,0.923,0.625,81.0
25,300 soldiers,reinforce defeat,several attacks,True,100.0,1.0,0.923,0.75,89.1
25,300 soldiers,several attacks on,the building,True,100.0,1.0,0.923,0.708,87.7
26,His son,was,an early aviation pioneer who began building a human-powered flying machine in the 1890s,True,100.0,1.0,0.952,0.564,83.9
26,His son,was to killed in,a feud in Grainger County,True,96.7,0.967,0.952,0.718,87.9
26,an early aviation pioneer,building,a human-powered flying machine,True,100.0,1.0,0.952,0.769,90.7
26,who,building,a human-powered flying machine,True,100.0,1.0,0.952,0.846,93.3
26,who,building in,the 1890s,True,100.0,1.0,0.952,0.872,94.1
26,who,was to killed in,a feud in Grainger County,True,96.4,0.964,0.952,0.744,88.7
26,who,was,an early aviation pioneer who began building a human-powered flying machine in the 1890s,True,100.0,1.0,0.952,0.59,84.7
26,His son,before could complete,before he could complete it,True,100.0,1.0,0.952,0.744,89.9
26,who,before could complete,before he could complete it,True,100.0,1.0,0.952,0.769,90.7
26,he,could complete,it,True,100.0,1.0,0.952,0.897,95.0
26,His son,is,"John Crozier , Jr.",True,94.5,0.945,0.952,0.821,90.6
26,John Crozier,is,", Jr.",True,92.3,0.923,0.952,0.872,91.6
26,an early aviation pioneer,in,the 1890s,True,100.0,1.0,0.952,0.821,92.4
26,an early aviation pioneer,began,building a human-powered flying machine in the 1890s,True,100.0,1.0,0.952,0.667,87.3
26,His son John Crozier,was,John Crozier,True,100.0,1.0,0.952,0.821,92.4
26,His son John Crozier,was,", Jr.",True,100.0,1.0,0.952,0.821,92.4
26,His son John Crozier,"an early aviation pioneer began, began building",a human-powered flying machine,True,96.3,0.963,0.952,0.615,84.3
26,His son John Crozier,building in,the 1890s,True,100.0,1.0,0.952,0.795,91.6
26,His son John Crozier,"was killed, killed in",a feud,True,91.1,0.911,0.952,0.744,86.9
26,His son John Crozier,a feud in,Grainger County,True,100.0,1.0,0.952,0.769,90.7
26,His son John Crozier,complete,he,True,100.0,1.0,0.952,0.846,93.3
27,Arminius,had,a free hand,True,100.0,1.0,1.0,0.667,88.9
27,Arminius,is,leader of the Cherusci and allies,True,96.6,0.966,1.0,0.467,81.1
27,Arminius,leader of,leader,True,100.0,1.0,1.0,0.733,91.1
27,Arminius,had now,the Cherusci,True,100.0,1.0,1.0,0.667,88.9
27,Arminius,had,a free hand,True,100.0,1.0,1.0,0.667,88.9
28,The culture,is reflected in,"The culture of Bhutan is fully reflected in the capital city in respect of literature , religion , customs , and national dress code , the monastic practices of the monasteries , music , dance , literature and in the media",True,100.0,1.0,1.0,0.0,66.7
28,The culture,reflected in,the capital city,True,100.0,1.0,1.0,0.833,94.4
28,The culture,reflected in,"respect of literature , religion , customs , and national dress code",True,100.0,1.0,1.0,0.619,87.3
28,The culture,is,"the monastic practices of the monasteries , music , dance , literature and in the media",True,100.0,1.0,1.0,0.548,84.9
28,The culture,"reflected, The culture of",Bhutan,False,79.2,0.792,1.0,0.833,87.5
28,The culture,"reflected fully reflected, reflected in",the capital city,False,88.7,0.887,1.0,0.762,88.3
28,The culture,reflected in,respect,True,100.0,1.0,1.0,0.881,96.0
28,The culture,respect of,literature,True,100.0,1.0,1.0,0.881,96.0
28,The culture,the monastic practices of,the monastic practices,True,100.0,1.0,1.0,0.786,92.9
28,The culture,literature in,the monasteries,True,100.0,1.0,1.0,0.857,95.2
29,My Classical Way,released on,21 September 2010,True,100.0,1.0,1.0,0.619,87.3
29,My Classical Way,released on,"Marc 's own label , Frazzy Frog Music",True,100.0,1.0,1.0,0.381,79.4
29,Marc 's own label,is,Frazzy Frog Music,True,95.9,0.959,1.0,0.619,85.9
29,My Classical Way,"released, released on",21 September 2010,True,90.2,0.902,1.0,0.571,82.4
29,My Classical Way,released on,Marc 's own label,True,100.0,1.0,1.0,0.571,85.7
30,attempted murder,is In as,an offence under section 1 of the Criminal Attempts Act 1981,True,100.0,1.0,1.0,0.59,86.3
30,attempted murder,is In,England and Wales,True,100.0,1.0,1.0,0.821,94.0
30,attempted murder,is as,an `` attempt,True,100.0,1.0,1.0,0.821,94.0
30,attempted murder,is,an indictable offence which carries a maximum penalty of life imprisonment,True,100.0,1.0,1.0,0.641,88.0
30,an indictable offence,carries,a maximum penalty of life imprisonment,True,100.0,1.0,1.0,0.744,91.5
30,attempted murder,"is In, is as",an `` attempt,True,94.7,0.947,1.0,0.769,90.5
30,attempted murder,"is an offence, an offence under",section 1 of the Criminal Attempts Act 1981,True,94.7,0.947,1.0,0.59,84.6
30,attempted murder,an indictable offence carries,a maximum penalty,True,100.0,1.0,1.0,0.769,92.3
30,attempted murder,a maximum penalty of,life imprisonment,True,100.0,1.0,1.0,0.795,93.2
31,Lugo,were released in,Lugo and Lozano,True,100.0,1.0,1.0,0.5,83.3
31,Lozano,were released in,Lugo and Lozano,True,100.0,1.0,1.0,0.5,83.3
31,Lugo,released in,1993,True,100.0,1.0,1.0,0.714,90.5
31,Lozano,released in,1993,True,100.0,1.0,1.0,0.714,90.5
31,Lugo,to reside in,Venezuela,True,100.0,1.0,1.0,0.643,88.1
31,Lozano,to reside in,Venezuela,True,100.0,1.0,1.0,0.643,88.1
31,Lugo,"released, released in",1993,False,80.8,0.808,1.0,0.643,81.7
31,Lugo,"released continue, reside to, continue reside, reside in",Venezuela,False,79.2,0.792,1.0,0.286,69.3
32,they,do not contribute,the final image,True,100.0,1.0,1.0,0.611,87.0
32,objects,"are Often are, far so, away far, are away",they,False,81.6,0.816,1.0,0.389,73.5
32,objects,"contribute not contribute, contribute significantly, contribute to",the final image,False,75.2,0.752,1.0,0.389,71.4
33,The school,was founded in by,a group,True,100.0,1.0,1.0,0.714,90.5
33,a group,included,educationist Peter Engelmann and hardware wholesaler William Frankfurth,True,100.0,1.0,1.0,0.607,86.9
33,a group,included,hardware wholesaler William Frankfurth,True,100.0,1.0,1.0,0.75,91.7
33,The school,in,1851,True,100.0,1.0,1.0,0.857,95.2
33,The school,"founded, founded in",1851,False,85.2,0.852,1.0,0.786,87.9
33,The school,founded as,the German-English Academy,True,100.0,1.0,1.0,0.75,91.7
33,The school,by,a group,True,100.0,1.0,1.0,0.821,94.0
33,The school,a group of,Milwaukee German Americans,True,100.0,1.0,1.0,0.714,90.5
33,The school,included,educationist Peter Engelmann hardware wholesaler William Frankfurth,True,100.0,1.0,1.0,0.643,88.1
34,They,held in,the first Triangle workshop,True,100.0,1.0,1.0,0.75,91.7
34,They,held in,1982,True,100.0,1.0,1.0,0.857,95.2
34,They,held,"thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York",True,100.0,1.0,1.0,0.286,76.2
34,They,held,the first Triangle workshop,True,100.0,1.0,1.0,0.786,92.9
34,They,held in,1982,True,100.0,1.0,1.0,0.857,95.2
34,They,held for,thirty sculptors,True,100.0,1.0,1.0,0.821,94.0
34,They,thirty sculptors from,the US the UK Canada,True,100.0,1.0,1.0,0.679,89.3
34,They,the UK at,Pine Plains,True,100.0,1.0,1.0,0.786,92.9
35,The town and surrounding villages,were hit in by,two moderate earthquakes,True,97.9,0.979,1.0,0.2,72.6
