sent_id,subject,relation,object,matched,best_similarity_%,correctness,completeness,minimality,accuracy_%
5,the viewer,surfing,surfing through a multi-channel wasteland,False,83.9,0.839,0.0,0.0,28.0
5,The show,surfing in,a multi-channel wasteland,False,71.6,0.716,0.0,0.0,23.9
5,The show,recurring,show elements,False,65.9,0.659,0.0,0.0,22.0
5,The show,"designed, appear to, designed appear",the viewer,False,67.2,0.672,0.0,0.0,22.4
5,The show,"was channel surfing, surfing through",a multi-channel wasteland,False,84.4,0.844,0.0,0.0,28.1
5,The show,"happening, happening upon",spoof adverts,False,70.3,0.703,0.0,0.0,23.4
5,The show,short sketches recurring,show elements,False,60.0,0.6,0.0,0.0,20.0
6,the remaining trackage,was abandoned,the remaining trackage at Charles City,False,77.6,0.776,0.0,0.0,25.9
6,the remaining trackage,abandoned,Several years later,True,96.3,0.963,0.636,1.0,86.6
6,the remaining trackage,"abandoned Several years later, the remaining trackage at",Charles City,False,85.4,0.854,0.0,0.0,28.5
7,Dr. Jagan,was involved,Dr. Jagan himself,False,61.3,0.613,0.0,0.0,20.4
7,Dr. Jagan,involved in,the organization of the strike,False,81.9,0.819,0.0,0.0,27.3
7,Dr. Jagan,to raise in,funds,False,72.2,0.722,0.0,0.0,24.1
7,Dr. Jagan,raise in,the country,False,65.9,0.659,0.0,0.0,22.0
7,Dr. Jagan,raise,it,False,57.1,0.571,0.0,0.0,19.0
7,Dr. Jagan,is,himself,False,58.5,0.585,0.0,0.0,19.5
7,Dr. Jagan,involved personally,himself,False,68.5,0.685,0.0,0.0,22.8
7,Dr. Jagan,"involved, involved in",the organization,False,67.2,0.672,0.0,0.0,22.4
7,Dr. Jagan,the organization of,the strike,False,70.8,0.708,0.0,0.0,23.6
7,Dr. Jagan,"involved helped, raise to, helped raise",funds,False,76.0,0.76,0.0,0.0,25.3
7,Dr. Jagan,raise across,the country,False,73.9,0.739,0.0,0.0,24.6
7,Dr. Jagan,raise to,it,False,63.6,0.636,0.0,0.0,21.2
8,the municipality,was renamed In in,Jones,True,92.7,0.927,0.857,1.0,92.8
8,the municipality,renamed In,1918,False,86.5,0.865,0.0,0.0,28.8
8,the municipality,renamed in,"honor of American congressman William Jones , who authored the Philippine Autonomy Act of 1916 that provided for greater autonomy for the Philippines under American colonial rule",False,71.2,0.713,0.0,0.0,23.8
8,American congressman William Jones,authored,the Philippine Autonomy Act of 1916 that provided for greater autonomy for the Philippines under American colonial rule,False,82.3,0.823,0.0,0.0,27.4
8,the Philippine Autonomy Act,provided for,greater autonomy for the Philippines under American colonial rule,True,96.4,0.964,0.857,0.667,82.9
8,the Philippine Autonomy Act,of,1916 of,False,73.8,0.738,0.0,0.0,24.6
8,the municipality,renamed In,1918,False,86.5,0.865,0.0,0.0,28.8
8,the municipality,"renamed, renamed in",honor,False,71.1,0.711,0.0,0.0,23.7
8,the municipality,honor of,American congressman William Jones,False,86.6,0.866,0.0,0.0,28.9
8,the municipality,authored,the Philippine Autonomy Act,False,66.1,0.661,0.0,0.0,22.0
8,the municipality,the Philippine Autonomy Act of,1916,False,71.8,0.718,0.0,0.0,23.9
8,the municipality,"provided, provided for",greater autonomy,False,66.1,0.661,0.0,0.0,22.0
8,the municipality,greater autonomy for,the Philippines,False,65.2,0.652,0.0,0.0,21.7
8,the municipality,greater autonomy under,American colonial rule,False,62.5,0.625,0.0,0.0,20.8
9,the laser,ablating,the tissue,True,100.0,1.0,1.0,1.0,100.0
9,the laser,cuts,"a portion of the prostate , which is then cut into smaller pieces and flushed with irrigation fluid",False,67.4,0.674,0.0,0.0,22.5
9,the prostate,is cut in,which,False,61.8,0.618,0.0,0.0,20.6
9,the prostate,cut in,smaller pieces,False,79.1,0.791,0.0,0.0,26.4
9,the prostate,flushed,irrigation fluid,False,77.9,0.779,0.0,0.0,26.0
9,which,flushed,irrigation fluid,False,63.6,0.636,0.0,0.0,21.2
9,the laser,"of Instead, cuts of, of ablating",the tissue,False,83.3,0.833,0.0,0.0,27.8
9,the laser,cuts,a portion,False,75.0,0.75,0.0,0.0,25.0
9,the laser,a portion of,the prostate,True,93.3,0.933,0.857,1.0,93.0
9,the laser,"cut, cut then cut, cut into",smaller pieces,False,57.7,0.577,0.0,0.0,19.2
9,the laser,"cut flushed, flushed with",irrigation fluid,False,67.3,0.673,0.0,0.0,22.4
10,`` Kormoran,was,the only Axis ship to conduct attacks in Australian waters during 1941 and the last Axis surface raider to enter Australian waters until 1943,False,69.7,0.697,0.0,0.0,23.2
10,`` Kormoran,was,the last Axis surface raider,True,95.7,0.957,0.778,0.875,87.0
10,the only Axis ship,to conduct in,attacks in Australian waters,True,93.0,0.93,0.714,0.364,66.9
10,the only Axis ship,conduct in,1941,False,74.4,0.744,0.0,0.0,24.8
10,the only Axis ship,during,1941,False,67.6,0.676,0.0,0.0,22.5
10,the only Axis ship,to enter in,Australian waters,False,79.2,0.792,0.0,0.0,26.4
10,the only Axis ship,enter in,1943,False,63.8,0.638,0.0,0.0,21.3
10,the only Axis ship,until,1943,False,62.5,0.625,0.0,0.0,20.8
10,the last Axis surface raider,during,1941,False,74.5,0.745,0.0,0.0,24.8
10,the last Axis surface raider,until,1943,False,71.4,0.714,0.0,0.0,23.8
10,`` Kormoran,"was the only Axis ship, conduct to conduct",attacks,False,89.8,0.898,0.0,0.0,29.9
10,`` Kormoran,attacks in,Australian waters,False,85.1,0.851,0.0,0.0,28.4
10,`` Kormoran,conduct during,1941,False,81.6,0.816,0.0,0.0,27.2
10,`` Kormoran,enter to enter,Australian waters,False,75.5,0.755,0.0,0.0,25.2
10,`` Kormoran,enter until,1943,False,57.5,0.575,0.0,0.0,19.2
11,He,were said,He and his friends,False,70.4,0.704,0.0,0.0,23.5
11,his friends,were said,He and his friends,False,67.5,0.675,0.0,0.0,22.5
11,He,have made for on,bombs,False,71.4,0.714,0.0,0.0,23.8
11,his friends,have made for on,bombs,False,80.5,0.805,0.0,0.0,26.8
11,He,said to made,fun,False,64.0,0.64,0.0,0.0,21.3
11,his friends,said to made,fun,False,73.7,0.737,0.0,0.0,24.6
11,He,said to made on,"the outskirts of Murray , Utah",False,86.0,0.86,0.0,0.0,28.7
11,his friends,said to made on,"the outskirts of Murray , Utah",False,87.9,0.879,0.0,0.0,29.3
11,Murray,is,Utah,False,36.1,0.361,0.0,0.0,12.0
11,He,"said, made to, said made",bombs,False,71.9,0.719,0.0,0.0,24.0
11,He,made for,fun,False,47.6,0.476,0.0,0.0,15.9
11,He,made on,the outskirts,False,58.5,0.585,0.0,0.0,19.5
11,He,the outskirts of,Murray,False,61.9,0.619,0.0,0.0,20.6
12,A large gravestone,erected in,1866,True,94.4,0.944,0.364,1.0,76.9
12,A large gravestone,erected in,his death,False,77.9,0.779,0.0,0.0,26.0
12,A large gravestone,after,over 100 years,False,78.0,0.78,0.0,0.0,26.0
12,A large gravestone,"erected, erected in",1866,False,84.0,0.84,0.0,0.0,28.0
12,A large gravestone,"100 years over, erected after",his death,True,95.8,0.958,0.818,0.7,82.5
13,he,was In,re,False,48.0,0.48,0.0,0.0,16.0
13,he,was In,elected,False,65.3,0.653,0.0,0.0,21.8
13,he,was In,U.S. Senator,False,76.9,0.769,0.0,0.0,25.6
13,he,was In,1879,False,53.8,0.538,0.0,0.0,17.9
13,he,was to tipped as,a Presidential candidate,True,96.5,0.965,0.5,0.875,78.0
13,he,giving,a speech in Chicago,True,100.0,1.0,0.556,0.667,74.1
13,he,was In,1879,False,53.8,0.538,0.0,0.0,17.9
13,he,"was, was re, was -, was elected U.S. Senator, was tipped, tipped as",a Presidential candidate,False,69.9,0.699,0.0,0.0,23.3
13,he,"was died, died suddenly, died after, after giving",a speech,False,72.7,0.727,0.0,0.0,24.2
13,he,a speech in,Chicago,False,86.3,0.863,0.0,0.0,28.8
14,This led morning show host Ryan Cameron,to lobby for,a frequency change for WHTA,True,100.0,1.0,1.0,0.867,95.6
14,This led morning show host Ryan Cameron,putting at,a petition from listeners,True,92.4,0.924,0.923,0.846,89.8
14,This led morning show host Ryan Cameron,putting at,the risk of losing his job under Radio One 's management,True,91.3,0.913,0.708,0.95,85.7
14,This led morning show host Ryan Cameron,losing,his job,False,68.7,0.687,0.0,0.0,22.9
14,This led morning show host Ryan Cameron,losing in,Radio One 's management,False,82.4,0.824,0.0,0.0,27.5
14,This led morning show host Ryan Cameron,"lobby to lobby, lobby for",a frequency change,False,86.6,0.866,0.0,0.0,28.9
14,This led morning show host Ryan Cameron,a frequency change for,WHTA,True,91.2,0.912,0.857,1.0,92.3
14,This led morning show host Ryan Cameron,"lobby by, by putting, putting together",a petition,False,85.9,0.859,0.0,0.0,28.6
14,This led morning show host Ryan Cameron,a petition from,listeners,False,88.4,0.884,0.0,0.0,29.5
14,This led morning show host Ryan Cameron,putting at,the risk,False,74.6,0.746,0.0,0.0,24.9
14,This led morning show host Ryan Cameron,"the risk of, of losing",his job,False,74.7,0.747,0.0,0.0,24.9
14,This led morning show host Ryan Cameron,losing under,Radio One 's management,False,87.2,0.872,0.0,0.0,29.1
15,Each,uses,a combination of funding priorities and geographic requirements,False,72.8,0.728,0.0,0.0,24.3
15,Each,to select,grants,False,42.4,0.424,0.0,0.0,14.1
15,Each,described on,described on the foundation 's web site,False,79.6,0.796,0.0,0.0,26.5
15,Each,uses to described on,the foundation 's web site,False,79.6,0.796,0.0,0.0,26.5
15,Each,"uses, Each of",the programs,False,51.4,0.514,0.0,0.0,17.1
15,Each,uses,a combination,False,45.5,0.455,0.0,0.0,15.2
15,Each,a combination of,funding priorities,False,67.8,0.678,0.0,0.0,22.6
15,Each,"select to, uses select",grants,False,53.0,0.53,0.0,0.0,17.7
15,Each,"described, described on",the foundation 's web site,False,77.2,0.772,0.0,0.0,25.7
16,The Institut Constant de Rebecque,is,"a Swiss free-market , classical liberal and libertarian think tank founded in January 2005 in Lausanne , named after writer and political philosopher Benjamin Constant",False,72.1,0.721,0.0,0.0,24.0
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in in,January 2005,True,95.6,0.956,0.857,0.667,82.7
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in,January 2005,True,94.9,0.949,0.857,0.714,84.0
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in in,Lausanne,True,95.3,0.953,0.786,0.643,79.4
16,"a Swiss free-market , classical liberal and libertarian think tank",founded in,Lausanne,True,94.7,0.947,0.786,0.692,80.8
16,"a Swiss free-market , classical liberal and libertarian think tank",named in after,writer and political philosopher,True,91.0,0.91,0.8,0.529,74.6
16,"a Swiss free-market , classical liberal and libertarian think tank",named in after,Benjamin Constant,True,92.5,0.925,0.8,0.6,77.5
16,The Institut Constant de Rebecque,"is a Swiss free-market , classical liberal and libertarian think tank, a Swiss free-market , classical liberal and libertarian think tank founded, founded in",January 2005,False,64.5,0.645,0.0,0.0,21.5
16,The Institut Constant de Rebecque,founded in,Lausanne,True,97.2,0.972,0.214,1.0,72.9
16,The Institut Constant de Rebecque,"a Swiss free-market , classical liberal and libertarian think tank named, named after",writer,False,84.3,0.843,0.0,0.0,28.1
17,The main reason,was,its support for high bit depths which can be required for film work,False,82.4,0.824,0.0,0.0,27.5
17,high bit depths,can be required,which,False,80.5,0.805,0.0,0.0,26.8
17,high bit depths,required,film work,False,86.1,0.861,0.0,0.0,28.7
17,The main reason,"was, The main reason for",this adoption,False,64.8,0.648,0.0,0.0,21.6
17,The main reason,this adoption over,mainline gimp,False,76.2,0.762,0.0,0.0,25.4
17,The main reason,"was its support, its support for",high bit depths,False,71.1,0.711,0.0,0.0,23.7
17,The main reason,"required, required for",film work,False,55.0,0.55,0.0,0.0,18.3
18,They,have,a large range of possible power supplies,True,100.0,1.0,1.0,0.778,92.6
18,They,can be,"380V , 1000V , or even higher",False,71.9,0.719,0.0,0.0,24.0
18,They,can be,"1000V , or even higher",False,80.7,0.807,0.0,0.0,26.9
18,They,can be,even higher,True,100.0,1.0,0.571,1.0,85.7
18,380V,380V,"1000V , or even higher",False,50.9,0.509,0.0,0.0,17.0
18,1000V,380V,"1000V , or even higher",False,50.0,0.5,0.0,0.0,16.7
18,higher,380V,"1000V , or even higher",False,56.1,0.561,0.0,0.0,18.7
18,They,have,a large range,False,65.5,0.655,0.0,0.0,21.8
18,They,a large range of,possible power supplies,True,94.7,0.947,0.889,0.875,90.4
19,She,began in,her film career,True,91.8,0.918,0.857,1.0,92.5
19,She,began in,1947,False,68.0,0.68,0.0,0.0,22.7
19,She,began in,the film `` A New Oath,False,72.5,0.725,0.0,0.0,24.2
19,the film,is,A New Oath,False,53.8,0.538,0.0,0.0,17.9
19,She,began,her film career,False,86.2,0.862,0.0,0.0,28.7
19,She,began in,1947,False,68.0,0.68,0.0,0.0,22.7
19,She,began in,the film,False,63.0,0.63,0.0,0.0,21.0
20,The brightest star,is,a red giant of spectral type K2III located approximately away which marks the snake 's heart,False,71.9,0.719,0.0,0.0,24.0
20,K2III,marks,which marks the snake 's heart,False,71.1,0.711,0.0,0.0,23.7
20,which,marks,the snake 's heart,False,84.4,0.844,0.0,0.0,28.1
20,The brightest star,"is, The brightest star in",Serpens Alpha Serpentis Unukalhai,False,66.7,0.667,0.0,0.0,22.2
20,The brightest star,"is a red giant, a red giant of",spectral type,False,86.2,0.862,0.0,0.0,28.7
20,K2III,"located, away approximately, located away marks",the snake 's heart,False,67.6,0.676,0.0,0.0,22.5
21,This manual,describes,the necessity for understanding an opponent 's weaknesses,True,92.4,0.924,0.917,1.0,94.7
21,This manual,understanding,an opponent 's weaknesses,False,71.3,0.713,0.0,0.0,23.8
21,This manual,using,spies,False,52.9,0.529,0.0,0.0,17.6
21,This manual,striking in,moments of weakness,False,67.7,0.677,0.0,0.0,22.6
21,This manual for warriors,describes,the necessity for understanding an opponent 's weaknesses,True,100.0,1.0,1.0,1.0,100.0
21,This manual,"describes, This manual for",warriors,False,70.3,0.703,0.0,0.0,23.4
21,This manual,describes,the necessity,False,70.7,0.707,0.0,0.0,23.6
21,This manual,"the necessity for, for understanding",an opponent 's weaknesses,False,88.0,0.88,0.0,0.0,29.3
21,This manual,"describes for, for using",spies,False,77.4,0.774,0.0,0.0,25.8
21,This manual,"for for, for striking, striking in",moments,False,63.8,0.638,0.0,0.0,21.3
21,This manual,moments of,weakness,False,53.9,0.539,0.0,0.0,18.0
22,It,was,club policy,True,100.0,1.0,0.364,1.0,78.8
22,It,to promote in,to promote talent into the senior team that was adopted by Bill Dimovski,False,69.9,0.699,0.0,0.0,23.3
22,It,to promote in,talent,False,71.2,0.712,0.0,0.0,23.7
22,It,was to promote in,the senior team that was adopted by Bill Dimovski,False,64.6,0.646,0.0,0.0,21.5
22,the senior team that was adopted by Bill Dimovski,was adopted by,Bill Dimovski,False,55.9,0.559,0.0,0.0,18.6
22,the senior team,was adopted,that,False,56.2,0.562,0.0,0.0,18.7
22,It,"was club policy, promote to promote",talent,False,88.9,0.889,0.0,0.0,29.6
22,It,promote into,the senior team,False,74.1,0.741,0.0,0.0,24.7
22,It,adopted by,Bill Dimovski,False,77.6,0.776,0.0,0.0,25.9
23,Vaccinations,including,the successful rabies vaccination by Louis Pasteur in 1886,False,87.6,0.876,0.0,0.0,29.2
23,the successful rabies vaccination,in,1886,False,64.1,0.641,0.0,0.0,21.4
23,Vaccinations,"followed, Vaccinations against",other viral diseases,False,75.5,0.755,0.0,0.0,25.2
23,Vaccinations,"followed, Vaccinations including",the successful rabies vaccination,False,78.5,0.785,0.0,0.0,26.2
23,Vaccinations,the successful rabies vaccination by,Louis Pasteur,False,79.2,0.792,0.0,0.0,26.4
23,Vaccinations,the successful rabies vaccination in,1886,False,76.6,0.766,0.0,0.0,25.5
24,One major difference,follows,more of a step-by-step process in the development of flashbulb accounts,False,86.6,0.866,0.0,0.0,28.9
24,the Photographic Model,follows,more of a step-by-step process in the development of flashbulb accounts,True,100.0,1.0,0.8,0.6,80.0
24,the Comprehensive Model,demonstrates,an interconnected relationship between the variables,True,100.0,1.0,1.0,0.7,90.0
24,the Photographic Model,whereas demonstrates,whereas the Comprehensive Model demonstrates an interconnected relationship between the variables,False,77.4,0.774,0.0,0.0,25.8
24,One major difference,"is, One major difference between",the two models,False,59.7,0.597,0.0,0.0,19.9
24,One major difference,is,the Photographic Model,False,67.6,0.676,0.0,0.0,22.5
24,One major difference,follows,more,False,53.7,0.537,0.0,0.0,17.9
24,One major difference,more of,a step-by-step process,False,72.3,0.723,0.0,0.0,24.1
24,One major difference,a step-by-step process in,the development,False,64.5,0.645,0.0,0.0,21.5
24,One major difference,the development of,flashbulb accounts,False,61.4,0.614,0.0,0.0,20.5
24,the Comprehensive Model,demonstrates,an interconnected relationship,True,100.0,1.0,0.778,1.0,92.6
24,the Comprehensive Model,an interconnected relationship between,the variables,True,92.1,0.921,0.889,0.778,86.3
25,300 soldiers,were,able to reinforce the hotel and defeat several attacks on the building,False,84.8,0.848,0.0,0.0,28.3
25,300 soldiers,to reinforce,the hotel,False,85.4,0.854,0.0,0.0,28.5
25,300 soldiers,defeat,several attacks on the building,False,88.5,0.885,0.0,0.0,29.5
25,300 soldiers,"were, 300 soldiers of",the 1st SS Battalion,False,71.4,0.714,0.0,0.0,23.8
25,300 soldiers,"were, reinforce to, able reinforce",the hotel,False,86.5,0.865,0.0,0.0,28.8
25,300 soldiers,reinforce defeat,several attacks,False,73.7,0.737,0.0,0.0,24.6
25,300 soldiers,several attacks on,the building,False,81.1,0.811,0.0,0.0,27.0
26,His son,was,an early aviation pioneer who began building a human-powered flying machine in the 1890s,True,91.3,0.913,0.533,0.471,63.9
26,His son,was to killed in,a feud in Grainger County,True,96.9,0.969,0.636,0.909,83.8
26,an early aviation pioneer,building,a human-powered flying machine,True,95.6,0.956,0.267,0.889,70.4
26,who,building,a human-powered flying machine,False,85.4,0.854,0.0,0.0,28.5
26,who,building in,the 1890s,False,66.7,0.667,0.0,0.0,22.2
26,who,was to killed in,a feud in Grainger County,False,88.2,0.882,0.0,0.0,29.4
26,who,was,an early aviation pioneer who began building a human-powered flying machine in the 1890s,True,93.3,0.933,0.533,0.5,65.5
26,His son,before could complete,before he could complete it,False,68.0,0.68,0.0,0.0,22.7
26,who,before could complete,before he could complete it,False,60.0,0.6,0.0,0.0,20.0
26,he,could complete,it,False,60.6,0.606,0.0,0.0,20.2
26,His son,is,"John Crozier , Jr.",False,62.3,0.623,0.0,0.0,20.8
26,John Crozier,is,", Jr.",False,58.0,0.58,0.0,0.0,19.3
26,an early aviation pioneer,in,the 1890s,False,80.9,0.809,0.0,0.0,27.0
26,an early aviation pioneer,began,building a human-powered flying machine in the 1890s,True,100.0,1.0,0.533,0.615,71.6
26,His son John Crozier,was,John Crozier,False,61.9,0.619,0.0,0.0,20.6
26,His son John Crozier,was,", Jr.",False,66.7,0.667,0.0,0.0,22.2
26,His son John Crozier,"an early aviation pioneer began, began building",a human-powered flying machine,False,83.5,0.835,0.0,0.0,27.8
26,His son John Crozier,building in,the 1890s,False,80.0,0.8,0.0,0.0,26.7
26,His son John Crozier,"was killed, killed in",a feud,False,68.8,0.688,0.0,0.0,22.9
26,His son John Crozier,a feud in,Grainger County,False,81.6,0.816,0.0,0.0,27.2
26,His son John Crozier,complete,he,False,63.6,0.636,0.0,0.0,21.2
27,Arminius,had,a free hand,True,92.3,0.923,0.444,1.0,78.9
27,Arminius,is,leader of the Cherusci and allies,False,61.2,0.612,0.0,0.0,20.4
27,Arminius,leader of,leader,False,64.2,0.642,0.0,0.0,21.4
27,Arminius,had now,the Cherusci,False,63.2,0.632,0.0,0.0,21.1
27,Arminius,had,a free hand,True,92.3,0.923,0.444,1.0,78.9
28,The culture,is reflected in,"The culture of Bhutan is fully reflected in the capital city in respect of literature , religion , customs , and national dress code , the monastic practices of the monasteries , music , dance , literature and in the media",False,63.4,0.634,0.0,0.0,21.1
28,The culture,reflected in,the capital city,False,81.2,0.812,0.0,0.0,27.1
28,The culture,reflected in,"respect of literature , religion , customs , and national dress code",False,64.2,0.642,0.0,0.0,21.4
28,The culture,is,"the monastic practices of the monasteries , music , dance , literature and in the media",False,63.3,0.633,0.0,0.0,21.1
28,The culture,"reflected, The culture of",Bhutan,False,75.0,0.75,0.0,0.0,25.0
28,The culture,"reflected fully reflected, reflected in",the capital city,False,78.1,0.781,0.0,0.0,26.0
28,The culture,reflected in,respect,False,57.1,0.571,0.0,0.0,19.0
28,The culture,respect of,literature,False,55.9,0.559,0.0,0.0,18.6
28,The culture,the monastic practices of,the monastic practices,False,62.5,0.625,0.0,0.0,20.8
28,The culture,literature in,the monasteries,False,57.1,0.571,0.0,0.0,19.0
29,My Classical Way,released on,21 September 2010,True,90.2,0.902,0.727,1.0,87.6
29,My Classical Way,released on,"Marc 's own label , Frazzy Frog Music",False,80.3,0.803,0.0,0.0,26.8
29,Marc 's own label,is,Frazzy Frog Music,False,53.2,0.532,0.0,0.0,17.7
29,My Classical Way,"released, released on",21 September 2010,False,82.1,0.821,0.0,0.0,27.4
29,My Classical Way,released on,Marc 's own label,True,90.2,0.902,0.75,1.0,88.4
30,attempted murder,is In as,an offence under section 1 of the Criminal Attempts Act 1981,True,93.8,0.938,0.933,0.875,91.5
30,attempted murder,is In,England and Wales,False,76.1,0.761,0.0,0.0,25.4
30,attempted murder,is as,an `` attempt,False,74.7,0.747,0.0,0.0,24.9
30,attempted murder,is,an indictable offence which carries a maximum penalty of life imprisonment,True,94.5,0.945,1.0,0.429,79.1
30,an indictable offence,carries,a maximum penalty of life imprisonment,True,100.0,1.0,1.0,0.9,96.7
30,attempted murder,"is In, is as",an `` attempt,False,77.6,0.776,0.0,0.0,25.9
30,attempted murder,"is an offence, an offence under",section 1 of the Criminal Attempts Act 1981,False,87.4,0.874,0.0,0.0,29.1
30,attempted murder,an indictable offence carries,a maximum penalty,False,80.3,0.803,0.0,0.0,26.8
30,attempted murder,a maximum penalty of,life imprisonment,True,93.2,0.932,0.6,1.0,84.4
31,Lugo,were released in,Lugo and Lozano,False,73.8,0.738,0.0,0.0,24.6
31,Lozano,were released in,Lugo and Lozano,False,71.6,0.716,0.0,0.0,23.9
31,Lugo,released in,1993,False,89.4,0.894,0.0,0.0,29.8
31,Lozano,released in,1993,True,90.2,0.902,0.8,1.0,90.1
31,Lugo,to reside in,Venezuela,False,85.7,0.857,0.0,0.0,28.6
31,Lozano,to reside in,Venezuela,False,86.6,0.866,0.0,0.0,28.9
31,Lugo,"released, released in",1993,False,84.2,0.842,0.0,0.0,28.1
31,Lugo,"released continue, reside to, continue reside, reside in",Venezuela,False,67.3,0.673,0.0,0.0,22.4
32,they,do not contribute,the final image,False,81.7,0.817,0.0,0.0,27.2
32,objects,"are Often are, far so, away far, are away",they,False,69.9,0.699,0.0,0.0,23.3
32,objects,"contribute not contribute, contribute significantly, contribute to",the final image,False,77.0,0.77,0.0,0.0,25.7
33,The school,was founded in by,a group,False,78.8,0.788,0.0,0.0,26.3
33,a group,included,educationist Peter Engelmann and hardware wholesaler William Frankfurth,False,75.1,0.751,0.0,0.0,25.0
33,a group,included,hardware wholesaler William Frankfurth,False,78.6,0.786,0.0,0.0,26.2
33,The school,in,1851,False,75.0,0.75,0.0,0.0,25.0
33,The school,"founded, founded in",1851,False,80.0,0.8,0.0,0.0,26.7
33,The school,founded as,the German-English Academy,True,96.0,0.96,0.455,1.0,80.5
33,The school,by,a group,False,54.9,0.549,0.0,0.0,18.3
33,The school,a group of,Milwaukee German Americans,False,86.5,0.865,0.0,0.0,28.8
33,The school,included,educationist Peter Engelmann hardware wholesaler William Frankfurth,False,67.4,0.674,0.0,0.0,22.5
34,They,held in,the first Triangle workshop,True,96.1,0.961,0.545,0.857,78.8
34,They,held in,1982,False,54.8,0.548,0.0,0.0,18.3
34,They,held,"thirty sculptors and painters from the US , the UK and Canada at Pine Plains , New York",False,60.0,0.6,0.0,0.0,20.0
34,They,held,the first Triangle workshop,True,100.0,1.0,0.545,1.0,84.8
34,They,held in,1982,False,54.8,0.548,0.0,0.0,18.3
34,They,held for,thirty sculptors,False,68.2,0.682,0.0,0.0,22.7
34,They,thirty sculptors from,the US the UK Canada,False,68.4,0.684,0.0,0.0,22.8
34,They,the UK at,Pine Plains,False,56.2,0.562,0.0,0.0,18.7
35,The town and surrounding villages,were hit in by,two moderate earthquakes,False,87.7,0.877,0.0,0.0,29.2
